FROM ZONE,TO ZONE,0.3kg,0.5kg,1kg,2kg,3kg,4kg,5kg,6kg,7kg,8kg,9kg,10kg,11kg,12kg,13kg,14kg,15kg,16kg,17kg,18kg,19kg,20kg,21kg,22kg,23kg,24kg,25kg,26kg,27kg,28kg,29kg,30kg,31kg,32kg,33kg,34kg,35kg,36kg,37kg,38kg,39kg,40kg
PER,SYD,9.492,9.492,9.624,10.536,10.536,11.712,13.692,14.604,16.02,17.436,18.852,20.268,21.684,23.1,24.516,25.932,27.348,28.764,30.18,31.596,33.012,34.428,35.844,37.26,38.676,40.092,41.508,51.924,53.34,54.756,56.172,57.588,59.004,60.42,61.836,63.252,64.668,66.084,67.5,68.916,70.332,71.748
PER,WOL,11.064,11.064,11.196,12.24,12.24,13.692,13.692,16.956,18.396,19.836,21.276,22.716,24.156,25.596,27.036,28.476,29.916,31.356,32.796,34.236,35.676,37.116,38.556,39.996,41.436,42.876,44.316,54.756,56.196,57.636,59.076,60.516,61.956,63.396,64.836,66.276,67.716,69.156,70.596,72.036,73.476,74.916
PER,ALB,11.064,11.064,11.196,11.712,12.24,12.96,13.692,16.956,18.132,19.308,20.484,21.66,22.836,24.012,25.188,26.364,27.54,28.716,29.892,31.068,32.244,33.42,34.596,35.772,36.948,38.124,39.3,49.476,50.652,51.828,53.004,54.18,55.356,56.532,57.708,58.884,60.06,61.236,62.412,63.588,64.764,65.94
PER,BEN,11.064,11.064,11.196,11.712,12.24,12.96,13.692,16.956,18.528,20.1,21.672,23.244,24.816,26.388,27.96,29.532,31.104,32.676,34.248,35.82,37.392,38.964,40.536,42.108,43.68,45.252,46.824,57.396,58.968,60.54,62.112,63.684,65.256,66.828,68.4,69.972,71.544,73.116,74.688,76.26,77.832,79.404
PER,GEE,11.064,11.064,11.196,11.712,12.24,12.96,13.692,16.956,18.132,19.308,20.484,21.66,22.836,24.012,25.188,26.364,27.54,28.716,29.892,31.068,32.244,33.42,34.596,35.772,36.948,38.124,39.3,49.476,50.652,51.828,53.004,54.18,55.356,56.532,57.708,58.884,60.06,61.236,62.412,63.588,64.764,65.94
PER,BRI,11.256,11.256,11.388,13.752,13.752,17.028,17.028,20.952,23.208,25.464,27.72,29.976,32.232,34.488,36.744,39,41.256,43.512,45.768,48.024,50.28,52.536,54.792,57.048,59.304,61.56,63.816,75.072,77.328,79.584,81.84,84.096,86.352,88.608,90.864,93.12,95.376,97.632,99.888,102.144,104.4,106.656
PER,CFS,11.256,11.256,11.388,13.752,13.752,17.028,17.028,20.952,23.016,25.08,27.144,29.208,31.272,33.336,35.4,37.464,39.528,41.592,43.656,45.72,47.784,49.848,51.912,53.976,56.04,58.104,60.168,71.232,73.296,75.36,77.424,79.488,81.552,83.616,85.68,87.744,89.808,91.872,93.936,96,98.064,100.128
PER,GLD,11.256,11.256,11.388,13.752,13.752,17.028,17.028,20.952,23.388,25.824,28.26,30.696,33.132,35.568,38.004,40.44,42.876,45.312,47.748,50.184,52.62,55.056,57.492,59.928,62.364,64.8,67.236,78.672,81.108,83.544,85.98,88.416,90.852,93.288,95.724,98.16,100.596,103.032,105.468,107.904,110.34,112.776
PER,NTH,11.256,11.256,11.388,14.412,17.028,18.336,19.644,21.612,24.36,27.108,29.856,32.604,35.352,38.1,40.848,43.596,46.344,49.092,51.84,54.588,57.336,60.084,62.832,65.58,68.328,71.076,73.824,85.572,88.32,91.068,93.816,96.564,99.312,102.06,104.808,107.556,110.304,113.052,115.8,118.548,121.296,124.044
PER,PQQ,11.256,11.256,11.388,14.412,17.028,18.336,19.644,21.612,24.432,27.252,30.072,32.892,35.712,38.532,41.352,44.172,46.992,49.812,52.632,55.452,58.272,61.092,63.912,66.732,69.552,72.372,75.192,87.012,89.832,92.652,95.472,98.292,101.112,103.932,106.752,109.572,112.392,115.212,118.032,120.852,123.672,126.492
PER,OAG,11.256,11.256,11.388,14.412,17.028,18.336,19.644,21.612,24.78,27.948,31.116,34.284,37.452,40.62,43.788,46.956,50.124,53.292,56.46,59.628,62.796,65.964,69.132,72.3,75.468,78.636,81.804,93.972,97.14,100.308,103.476,106.644,109.812,112.98,116.148,119.316,122.484,125.652,128.82,131.988,135.156,138.324
PER,SUN,11.256,11.256,11.388,13.752,13.752,17.028,17.028,20.952,23.412,25.872,28.332,30.792,33.252,35.712,38.172,40.632,43.092,45.552,48.012,50.472,52.932,55.392,57.852,60.312,62.772,65.232,67.692,79.152,81.612,84.072,86.532,88.992,91.452,93.912,96.372,98.832,101.292,103.752,106.212,108.672,111.132,113.592
PER,YNG,9.78,9.78,12.24,14.28,16.32,21.024,24.192,25.692,27.348,29.004,30.66,32.316,33.972,35.628,37.284,38.94,40.596,42.252,43.908,45.564,47.22,48.876,50.532,52.188,53.844,55.5,57.156,67.812,69.468,71.124,72.78,74.436,76.092,77.748,79.404,81.06,82.716,84.372,86.028,87.684,89.34,90.996
PER,DPO,9.78,9.78,12.24,14.28,16.32,21.024,24.192,26.304,29.16,32.016,34.872,37.728,40.584,43.44,46.296,49.152,52.008,54.864,57.72,60.576,63.432,66.288,69.144,72,74.856,77.712,80.568,92.424,95.28,98.136,100.992,103.848,106.704,109.56,112.416,115.272,118.128,120.984,123.84,126.696,129.552,132.408
PER,LAU,9.78,9.78,12.24,14.28,16.32,21.024,24.192,26.34,29.16,31.98,34.8,37.62,40.44,43.26,46.08,48.9,51.72,54.54,57.36,60.18,63,65.82,68.64,71.46,74.28,77.1,79.92,91.74,94.56,97.38,100.2,103.02,105.84,108.66,111.48,114.3,117.12,119.94,122.76,125.58,128.4,131.22
PER,TAS,9.78,9.78,12.24,14.28,16.32,21.024,24.192,26.304,29.184,32.064,34.944,37.824,40.704,43.584,46.464,49.344,52.224,55.104,57.984,60.864,63.744,66.624,69.504,72.384,75.264,78.144,81.024,92.904,95.784,98.664,101.544,104.424,107.304,110.184,113.064,115.944,118.824,121.704,124.584,127.464,130.344,133.224
PER,TOO,10.128,10.128,12.852,15.516,18.18,22.812,26.7,28.344,31.248,34.152,37.056,39.96,42.864,45.768,48.672,51.576,54.48,57.384,60.288,63.192,66.096,69,71.904,74.808,77.712,80.616,83.52,95.424,98.328,101.232,104.136,107.04,109.944,112.848,115.752,118.656,121.56,124.464,127.368,130.272,133.176,136.08
PER,BDB,10.128,10.128,12.852,15.516,18.18,22.812,26.7,29.196,33.384,37.572,41.76,45.948,50.136,54.324,58.512,62.7,66.888,71.076,75.264,79.452,83.64,87.828,92.016,96.204,100.392,104.58,108.768,121.956,126.144,130.332,134.52,138.708,142.896,147.084,151.272,155.46,159.648,163.836,168.024,172.212,176.4,180.588
PER,CAP,10.128,10.128,12.54,14.796,17.064,21.312,24.468,27.036,31.284,35.532,39.78,44.028,48.276,52.524,56.772,61.02,65.268,69.516,73.764,78.012,82.26,86.508,90.756,95.004,99.252,103.5,107.748,120.996,125.244,129.492,133.74,137.988,142.236,146.484,150.732,154.98,159.228,163.476,167.724,171.972,176.22,180.468
PER,MYB,10.128,10.128,12.852,15.516,18.18,22.812,26.7,29.124,32.196,35.268,38.34,41.412,44.484,47.556,50.628,53.7,56.772,59.844,62.916,65.988,69.06,72.132,75.204,78.276,81.348,84.42,87.492,99.564,102.636,105.708,108.78,111.852,114.924,117.996,121.068,124.14,127.212,130.284,133.356,136.428,139.5,142.572
PER,MKY,10.128,10.128,12.852,15.516,18.18,22.812,26.7,29.46,33.336,37.212,41.088,44.964,48.84,52.716,56.592,60.468,64.344,68.22,72.096,75.972,79.848,83.724,87.6,91.476,95.352,99.228,103.104,115.98,119.856,123.732,127.608,131.484,135.36,139.236,143.112,146.988,150.864,154.74,158.616,162.492,166.368,170.244
PER,TVL,10.452,10.452,13.284,17.4,21.516,26.34,31.152,33.72,37.86,42,46.14,50.28,54.42,58.56,62.7,66.84,70.98,75.12,79.26,83.4,87.54,91.68,95.82,99.96,104.1,108.24,112.38,125.52,129.66,133.8,137.94,142.08,146.22,150.36,154.5,158.64,162.78,166.92,171.06,175.2,179.34,183.48
PER,CNS,10.452,10.452,13.284,17.4,21.516,26.34,31.152,33.72,38.46,43.2,47.94,52.68,57.42,62.16,66.9,71.64,76.38,81.12,85.86,90.6,95.34,100.08,104.82,109.56,114.3,119.04,123.78,137.52,142.26,147,151.74,156.48,161.22,165.96,170.7,175.44,180.18,184.92,189.66,194.4,199.14,203.88
MKY,MKY,7.668,7.668,10.464,11.256,12.06,12.132,12.18,12.276,12.384,12.492,12.6,12.708,12.816,12.924,13.032,13.14,13.248,13.356,13.464,13.572,13.68,13.788,13.896,14.004,14.112,14.22,14.328,23.436,23.544,23.652,23.76,23.868,23.976,24.084,24.192,24.3,24.408,24.516,24.624,24.732,24.84,24.948
MKY,SHT,8.436,8.436,11.508,12.384,13.26,13.32,13.392,13.512,13.632,13.752,13.872,13.992,14.112,14.232,14.352,14.472,14.592,14.712,14.832,14.952,15.072,15.192,15.312,15.432,15.552,15.672,15.792,24.912,25.032,25.152,25.272,25.392,25.512,25.632,25.752,25.872,25.992,26.112,26.232,26.352,26.472,26.592
MKY,CAP,8.4,8.4,11.388,12.132,12.84,13.632,14.436,14.64,14.844,15.048,15.252,15.456,15.66,15.864,16.068,16.272,16.476,16.68,16.884,17.088,17.292,17.496,17.7,17.904,18.108,18.312,18.516,27.72,27.924,28.128,28.332,28.536,28.74,28.944,29.148,29.352,29.556,29.76,29.964,30.168,30.372,30.576
MKY,TVL,8.4,8.4,11.388,12.132,12.84,13.632,14.436,14.64,14.844,15.048,15.252,15.456,15.66,15.864,16.068,16.272,16.476,16.68,16.884,17.088,17.292,17.496,17.7,17.904,18.108,18.312,18.516,27.72,27.924,28.128,28.332,28.536,28.74,28.944,29.148,29.352,29.556,29.76,29.964,30.168,30.372,30.576
MKY,BDB,9.012,9.012,12.456,13.26,14.052,14.916,15.78,17.22,18.648,20.076,21.504,22.932,24.36,25.788,27.216,28.644,30.072,31.5,32.928,34.356,35.784,37.212,38.64,40.068,41.496,42.924,44.352,54.78,56.208,57.636,59.064,60.492,61.92,63.348,64.776,66.204,67.632,69.06,70.488,71.916,73.344,74.772
MKY,CNS,9.504,9.504,12.996,14.196,15.384,16.512,17.64,19.704,21.768,23.832,25.896,27.96,30.024,32.088,34.152,36.216,38.28,40.344,42.408,44.472,46.536,48.6,50.664,52.728,54.792,56.856,58.92,69.984,72.048,74.112,76.176,78.24,80.304,82.368,84.432,86.496,88.56,90.624,92.688,94.752,96.816,98.88
MKY,MYB,9.012,9.012,12.456,13.26,14.052,14.916,15.78,17.22,18.648,20.076,21.504,22.932,24.36,25.788,27.216,28.644,30.072,31.5,32.928,34.356,35.784,37.212,38.64,40.068,41.496,42.924,44.352,54.78,56.208,57.636,59.064,60.492,61.92,63.348,64.776,66.204,67.632,69.06,70.488,71.916,73.344,74.772
MKY,BRI,9.504,9.504,12.996,14.196,15.384,16.512,17.64,19.704,21.768,23.832,25.896,27.96,30.024,32.088,34.152,36.216,38.28,40.344,42.408,44.472,46.536,48.6,50.664,52.728,54.792,56.856,58.92,69.984,72.048,74.112,76.176,78.24,80.304,82.368,84.432,86.496,88.56,90.624,92.688,94.752,96.816,98.88
MKY,GLD,11.652,11.652,15.984,18.156,20.316,22.416,24.528,28.248,31.992,35.736,39.48,43.224,46.968,50.712,54.456,58.2,61.944,65.688,69.432,73.176,76.92,80.664,84.408,88.152,91.896,95.64,99.384,112.128,115.872,119.616,123.36,127.104,130.848,134.592,138.336,142.08,145.824,149.568,153.312,157.056,160.8,164.544
MKY,SUN,9.504,9.504,12.996,14.196,15.384,16.512,17.64,19.704,21.768,23.832,25.896,27.96,30.024,32.088,34.152,36.216,38.28,40.344,42.408,44.472,46.536,48.6,50.664,52.728,54.792,56.856,58.92,69.984,72.048,74.112,76.176,78.24,80.304,82.368,84.432,86.496,88.56,90.624,92.688,94.752,96.816,98.88
MKY,TOO,9.504,9.504,12.996,14.196,15.384,16.512,17.64,19.704,21.768,23.832,25.896,27.96,30.024,32.088,34.152,36.216,38.28,40.344,42.408,44.472,46.536,48.6,50.664,52.728,54.792,56.856,58.92,69.984,72.048,74.112,76.176,78.24,80.304,82.368,84.432,86.496,88.56,90.624,92.688,94.752,96.816,98.88
MKY,CCT,11.652,11.652,15.984,18.156,20.316,22.416,24.528,29.268,34.032,38.796,43.56,48.324,53.088,57.852,62.616,67.38,72.144,76.908,81.672,86.436,91.2,95.964,100.728,105.492,110.256,115.02,119.784,133.548,138.312,143.076,147.84,152.604,157.368,162.132,166.896,171.66,176.424,181.188,185.952,190.716,195.48,200.244
MKY,CFS,11.652,11.652,15.984,18.156,20.316,22.416,24.528,29.268,34.032,38.796,43.56,48.324,53.088,57.852,62.616,67.38,72.144,76.908,81.672,86.436,91.2,95.964,100.728,105.492,110.256,115.02,119.784,133.548,138.312,143.076,147.84,152.604,157.368,162.132,166.896,171.66,176.424,181.188,185.952,190.716,195.48,200.244
MKY,NEW,11.652,11.652,15.984,18.156,20.316,22.416,24.528,29.268,34.032,38.796,43.56,48.324,53.088,57.852,62.616,67.38,72.144,76.908,81.672,86.436,91.2,95.964,100.728,105.492,110.256,115.02,119.784,133.548,138.312,143.076,147.84,152.604,157.368,162.132,166.896,171.66,176.424,181.188,185.952,190.716,195.48,200.244
MKY,NTH,11.652,11.652,15.984,18.156,20.316,22.416,24.528,29.268,34.032,38.796,43.56,48.324,53.088,57.852,62.616,67.38,72.144,76.908,81.672,86.436,91.2,95.964,100.728,105.492,110.256,115.02,119.784,133.548,138.312,143.076,147.84,152.604,157.368,162.132,166.896,171.66,176.424,181.188,185.952,190.716,195.48,200.244
MKY,PQQ,11.652,11.652,15.984,18.156,20.316,22.416,24.528,29.268,34.032,38.796,43.56,48.324,53.088,57.852,62.616,67.38,72.144,76.908,81.672,86.436,91.2,95.964,100.728,105.492,110.256,115.02,119.784,133.548,138.312,143.076,147.84,152.604,157.368,162.132,166.896,171.66,176.424,181.188,185.952,190.716,195.48,200.244
MKY,SYD,11.652,11.652,15.984,18.156,20.316,22.416,24.528,29.268,34.032,38.796,43.56,48.324,53.088,57.852,62.616,67.38,72.144,76.908,81.672,86.436,91.2,95.964,100.728,105.492,110.256,115.02,119.784,133.548,138.312,143.076,147.84,152.604,157.368,162.132,166.896,171.66,176.424,181.188,185.952,190.716,195.48,200.244
MKY,WOL,11.652,11.652,15.984,18.156,20.316,22.416,24.528,29.268,34.032,38.796,43.56,48.324,53.088,57.852,62.616,67.38,72.144,76.908,81.672,86.436,91.2,95.964,100.728,105.492,110.256,115.02,119.784,133.548,138.312,143.076,147.84,152.604,157.368,162.132,166.896,171.66,176.424,181.188,185.952,190.716,195.48,200.244
MKY,ALB,11.652,11.652,15.984,18.156,20.316,22.416,24.528,29.268,34.032,38.796,43.56,48.324,53.088,57.852,62.616,67.38,72.144,76.908,81.672,86.436,91.2,95.964,100.728,105.492,110.256,115.02,119.784,133.548,138.312,143.076,147.84,152.604,157.368,162.132,166.896,171.66,176.424,181.188,185.952,190.716,195.48,200.244
MKY,BEN,11.652,11.652,15.984,18.156,20.316,22.416,24.528,30.252,35.976,41.7,47.424,53.148,58.872,64.596,70.32,76.044,81.768,87.492,93.216,98.94,104.664,110.388,116.112,121.836,127.56,133.284,139.008,153.732,159.456,165.18,170.904,176.628,182.352,188.076,193.8,199.524,205.248,210.972,216.696,222.42,228.144,233.868
MKY,CBR,11.652,11.652,15.984,18.156,20.316,22.416,24.528,29.268,34.032,38.796,43.56,48.324,53.088,57.852,62.616,67.38,72.144,76.908,81.672,86.436,91.2,95.964,100.728,105.492,110.256,115.02,119.784,133.548,138.312,143.076,147.84,152.604,157.368,162.132,166.896,171.66,176.424,181.188,185.952,190.716,195.48,200.244
MKY,OAG,11.652,11.652,15.984,18.156,20.316,22.416,24.528,29.268,34.032,38.796,43.56,48.324,53.088,57.852,62.616,67.38,72.144,76.908,81.672,86.436,91.2,95.964,100.728,105.492,110.256,115.02,119.784,133.548,138.312,143.076,147.84,152.604,157.368,162.132,166.896,171.66,176.424,181.188,185.952,190.716,195.48,200.244
MKY,GEE,11.652,11.652,15.984,18.156,20.316,22.416,24.528,29.268,34.032,38.796,43.56,48.324,53.088,57.852,62.616,67.38,72.144,76.908,81.672,86.436,91.2,95.964,100.728,105.492,110.256,115.02,119.784,133.548,138.312,143.076,147.84,152.604,157.368,162.132,166.896,171.66,176.424,181.188,185.952,190.716,195.48,200.244
MKY,MEL,11.652,11.652,15.984,18.156,20.316,22.416,24.528,28.248,31.992,35.736,39.48,43.224,46.968,50.712,54.456,58.2,61.944,65.688,69.432,73.176,76.92,80.664,84.408,88.152,91.896,95.64,99.384,112.128,115.872,119.616,123.36,127.104,130.848,134.592,138.336,142.08,145.824,149.568,153.312,157.056,160.8,164.544
MKY,YNG,11.652,11.652,15.984,18.156,20.316,22.416,24.528,30.252,35.976,41.7,47.424,53.148,58.872,64.596,70.32,76.044,81.768,87.492,93.216,98.94,104.664,110.388,116.112,121.836,127.56,133.284,139.008,153.732,159.456,165.18,170.904,176.628,182.352,188.076,193.8,199.524,205.248,210.972,216.696,222.42,228.144,233.868
MKY,DPO,11.652,11.652,15.984,18.156,20.316,22.416,24.528,30.252,35.976,41.7,47.424,53.148,58.872,64.596,70.32,76.044,81.768,87.492,93.216,98.94,104.664,110.388,116.112,121.836,127.56,133.284,139.008,153.732,159.456,165.18,170.904,176.628,182.352,188.076,193.8,199.524,205.248,210.972,216.696,222.42,228.144,233.868
MKY,LAU,11.652,11.652,15.984,18.156,20.316,22.416,24.528,30.252,35.976,41.7,47.424,53.148,58.872,64.596,70.32,76.044,81.768,87.492,93.216,98.94,104.664,110.388,116.112,121.836,127.56,133.284,139.008,153.732,159.456,165.18,170.904,176.628,182.352,188.076,193.8,199.524,205.248,210.972,216.696,222.42,228.144,233.868
MKY,TAS,11.652,11.652,15.984,18.156,20.316,22.416,24.528,30.252,35.976,41.7,47.424,53.148,58.872,64.596,70.32,76.044,81.768,87.492,93.216,98.94,104.664,110.388,116.112,121.836,127.56,133.284,139.008,153.732,159.456,165.18,170.904,176.628,182.352,188.076,193.8,199.524,205.248,210.972,216.696,222.42,228.144,233.868
MKY,ADL,11.652,11.652,15.984,18.156,20.316,22.416,24.528,30.252,35.976,41.7,47.424,53.148,58.872,64.596,70.32,76.044,81.768,87.492,93.216,98.94,104.664,110.388,116.112,121.836,127.56,133.284,139.008,153.732,159.456,165.18,170.904,176.628,182.352,188.076,193.8,199.524,205.248,210.972,216.696,222.42,228.144,233.868
MKY,PER,11.652,11.652,15.984,18.156,20.316,22.416,24.528,30.252,35.976,41.7,47.424,53.148,58.872,64.596,70.32,76.044,81.768,87.492,93.216,98.94,104.664,110.388,116.112,121.836,127.56,133.284,139.008,153.732,159.456,165.18,170.904,176.628,182.352,188.076,193.8,199.524,205.248,210.972,216.696,222.42,228.144,233.868
MYB,MYB,7.668,7.668,10.464,11.256,12.06,12.132,12.18,12.18,12.288,12.396,12.504,12.612,12.72,12.828,12.936,13.044,13.152,13.26,13.368,13.476,13.584,13.692,13.8,13.908,14.016,14.124,14.232,23.34,23.448,23.556,23.664,23.772,23.88,23.988,24.096,24.204,24.312,24.42,24.528,24.636,24.744,24.852
MYB,SHT,8.436,8.436,11.508,12.384,13.26,13.32,13.392,13.392,13.512,13.632,13.752,13.872,13.992,14.112,14.232,14.352,14.472,14.592,14.712,14.832,14.952,15.072,15.192,15.312,15.432,15.552,15.672,24.792,24.912,25.032,25.152,25.272,25.392,25.512,25.632,25.752,25.872,25.992,26.112,26.232,26.352,26.472
MYB,BDB,8.112,8.112,11.016,11.712,12.408,13.188,13.956,14.832,15.024,15.216,15.408,15.6,15.792,15.984,16.176,16.368,16.56,16.752,16.944,17.136,17.328,17.52,17.712,17.904,18.096,18.288,18.48,27.672,27.864,28.056,28.248,28.44,28.632,28.824,29.016,29.208,29.4,29.592,29.784,29.976,30.168,30.36
MYB,CAP,8.112,8.112,11.016,11.712,12.408,13.188,13.956,14.832,15.024,15.216,15.408,15.6,15.792,15.984,16.176,16.368,16.56,16.752,16.944,17.136,17.328,17.52,17.712,17.904,18.096,18.288,18.48,27.672,27.864,28.056,28.248,28.44,28.632,28.824,29.016,29.208,29.4,29.592,29.784,29.976,30.168,30.36
MYB,BRI,9.192,9.192,12.552,13.728,14.868,15.96,17.052,24.252,26.244,28.236,30.228,32.22,34.212,36.204,38.196,40.188,42.18,44.172,46.164,48.156,50.148,52.14,54.132,56.124,58.116,60.108,62.1,73.092,75.084,77.076,79.068,81.06,83.052,85.044,87.036,89.028,91.02,93.012,95.004,96.996,98.988,100.98
MYB,SUN,9.192,9.192,12.552,13.728,14.868,15.96,17.052,24.252,26.244,28.236,30.228,32.22,34.212,36.204,38.196,40.188,42.18,44.172,46.164,48.156,50.148,52.14,54.132,56.124,58.116,60.108,62.1,73.092,75.084,77.076,79.068,81.06,83.052,85.044,87.036,89.028,91.02,93.012,95.004,96.996,98.988,100.98
MYB,MKY,8.724,8.724,12.048,12.828,13.584,14.424,15.252,15.684,17.076,18.468,19.86,21.252,22.644,24.036,25.428,26.82,28.212,29.604,30.996,32.388,33.78,35.172,36.564,37.956,39.348,40.74,42.132,52.524,53.916,55.308,56.7,58.092,59.484,60.876,62.268,63.66,65.052,66.444,67.836,69.228,70.62,72.012
MYB,TVL,9.192,9.192,12.552,13.728,14.868,15.96,17.052,24.252,26.244,28.236,30.228,32.22,34.212,36.204,38.196,40.188,42.18,44.172,46.164,48.156,50.148,52.14,54.132,56.124,58.116,60.108,62.1,73.092,75.084,77.076,79.068,81.06,83.052,85.044,87.036,89.028,91.02,93.012,95.004,96.996,98.988,100.98
MYB,GLD,9.192,9.192,12.552,13.728,14.868,15.96,17.052,24.252,26.244,28.236,30.228,32.22,34.212,36.204,38.196,40.188,42.18,44.172,46.164,48.156,50.148,52.14,54.132,56.124,58.116,60.108,62.1,73.092,75.084,77.076,79.068,81.06,83.052,85.044,87.036,89.028,91.02,93.012,95.004,96.996,98.988,100.98
MYB,TOO,9.192,9.192,12.552,13.728,14.868,15.96,17.052,24.252,27.252,30.252,33.252,36.252,39.252,42.252,45.252,48.252,51.252,54.252,57.252,60.252,63.252,66.252,69.252,72.252,75.252,78.252,81.252,93.252,96.252,99.252,102.252,105.252,108.252,111.252,114.252,117.252,120.252,123.252,126.252,129.252,132.252,135.252
MYB,CNS,9.192,9.192,12.552,13.728,14.868,15.96,17.052,24.252,26.244,28.236,30.228,32.22,34.212,36.204,38.196,40.188,42.18,44.172,46.164,48.156,50.148,52.14,54.132,56.124,58.116,60.108,62.1,73.092,75.084,77.076,79.068,81.06,83.052,85.044,87.036,89.028,91.02,93.012,95.004,96.996,98.988,100.98
MYB,CFS,9.192,9.192,12.552,13.728,14.868,15.96,17.052,24.252,27.252,30.252,33.252,36.252,39.252,42.252,45.252,48.252,51.252,54.252,57.252,60.252,63.252,66.252,69.252,72.252,75.252,78.252,81.252,93.252,96.252,99.252,102.252,105.252,108.252,111.252,114.252,117.252,120.252,123.252,126.252,129.252,132.252,135.252
MYB,NTH,9.192,9.192,12.552,13.728,14.868,15.96,17.052,24.252,27.252,30.252,33.252,36.252,39.252,42.252,45.252,48.252,51.252,54.252,57.252,60.252,63.252,66.252,69.252,72.252,75.252,78.252,81.252,93.252,96.252,99.252,102.252,105.252,108.252,111.252,114.252,117.252,120.252,123.252,126.252,129.252,132.252,135.252
MYB,SYD,9.192,9.192,12.552,13.728,14.868,15.96,17.052,24.252,27.252,30.252,33.252,36.252,39.252,42.252,45.252,48.252,51.252,54.252,57.252,60.252,63.252,66.252,69.252,72.252,75.252,78.252,81.252,93.252,96.252,99.252,102.252,105.252,108.252,111.252,114.252,117.252,120.252,123.252,126.252,129.252,132.252,135.252
MYB,CCT,9.192,9.192,12.552,13.728,14.868,15.96,17.052,24.252,27.252,30.252,33.252,36.252,39.252,42.252,45.252,48.252,51.252,54.252,57.252,60.252,63.252,66.252,69.252,72.252,75.252,78.252,81.252,93.252,96.252,99.252,102.252,105.252,108.252,111.252,114.252,117.252,120.252,123.252,126.252,129.252,132.252,135.252
MYB,NEW,9.192,9.192,12.552,13.728,14.868,15.96,17.052,24.252,27.252,30.252,33.252,36.252,39.252,42.252,45.252,48.252,51.252,54.252,57.252,60.252,63.252,66.252,69.252,72.252,75.252,78.252,81.252,93.252,96.252,99.252,102.252,105.252,108.252,111.252,114.252,117.252,120.252,123.252,126.252,129.252,132.252,135.252
MYB,OAG,11.256,11.256,15.456,17.544,19.644,21.672,23.7,24.252,27.864,31.476,35.088,38.7,42.312,45.924,49.536,53.148,56.76,60.372,63.984,67.596,71.208,74.82,78.432,82.044,85.656,89.268,92.88,105.492,109.104,112.716,116.328,119.94,123.552,127.164,130.776,134.388,138,141.612,145.224,148.836,152.448,156.06
MYB,PQQ,9.192,9.192,12.552,13.728,14.868,15.96,17.052,24.252,27.252,30.252,33.252,36.252,39.252,42.252,45.252,48.252,51.252,54.252,57.252,60.252,63.252,66.252,69.252,72.252,75.252,78.252,81.252,93.252,96.252,99.252,102.252,105.252,108.252,111.252,114.252,117.252,120.252,123.252,126.252,129.252,132.252,135.252
MYB,CBR,9.192,9.192,12.552,13.728,14.868,15.96,17.052,24.252,27.252,30.252,33.252,36.252,39.252,42.252,45.252,48.252,51.252,54.252,57.252,60.252,63.252,66.252,69.252,72.252,75.252,78.252,81.252,93.252,96.252,99.252,102.252,105.252,108.252,111.252,114.252,117.252,120.252,123.252,126.252,129.252,132.252,135.252
MYB,WOL,9.192,9.192,12.552,13.728,14.868,15.96,17.052,24.252,27.252,30.252,33.252,36.252,39.252,42.252,45.252,48.252,51.252,54.252,57.252,60.252,63.252,66.252,69.252,72.252,75.252,78.252,81.252,93.252,96.252,99.252,102.252,105.252,108.252,111.252,114.252,117.252,120.252,123.252,126.252,129.252,132.252,135.252
MYB,MEL,11.256,11.256,15.456,17.544,19.644,21.672,23.7,24.252,27.864,31.476,35.088,38.7,42.312,45.924,49.536,53.148,56.76,60.372,63.984,67.596,71.208,74.82,78.432,82.044,85.656,89.268,92.88,105.492,109.104,112.716,116.328,119.94,123.552,127.164,130.776,134.388,138,141.612,145.224,148.836,152.448,156.06
MYB,YNG,11.256,11.256,15.456,17.544,19.644,21.672,23.7,24.252,28.848,33.444,38.04,42.636,47.232,51.828,56.424,61.02,65.616,70.212,74.808,79.404,84,88.596,93.192,97.788,102.384,106.98,111.576,125.172,129.768,134.364,138.96,143.556,148.152,152.748,157.344,161.94,166.536,171.132,175.728,180.324,184.92,189.516
MYB,ALB,11.256,11.256,15.456,17.544,19.644,21.672,23.7,24.252,28.848,33.444,38.04,42.636,47.232,51.828,56.424,61.02,65.616,70.212,74.808,79.404,84,88.596,93.192,97.788,102.384,106.98,111.576,125.172,129.768,134.364,138.96,143.556,148.152,152.748,157.344,161.94,166.536,171.132,175.728,180.324,184.92,189.516
MYB,ADL,11.256,11.256,15.456,17.544,19.644,21.672,23.7,24.252,27.864,31.476,35.088,38.7,42.312,45.924,49.536,53.148,56.76,60.372,63.984,67.596,71.208,74.82,78.432,82.044,85.656,89.268,92.88,105.492,109.104,112.716,116.328,119.94,123.552,127.164,130.776,134.388,138,141.612,145.224,148.836,152.448,156.06
MYB,GEE,11.256,11.256,15.456,17.544,19.644,21.672,23.7,24.252,27.864,31.476,35.088,38.7,42.312,45.924,49.536,53.148,56.76,60.372,63.984,67.596,71.208,74.82,78.432,82.044,85.656,89.268,92.88,105.492,109.104,112.716,116.328,119.94,123.552,127.164,130.776,134.388,138,141.612,145.224,148.836,152.448,156.06
