FROM ZONE,TO ZONE,0.3kg,0.5kg,1kg,2kg,3kg,4kg,5kg,6kg,7kg,8kg,9kg,10kg,11kg,12kg,13kg,14kg,15kg,16kg,17kg,18kg,19kg,20kg,21kg,22kg,23kg,24kg,25kg,26kg,27kg,28kg,29kg,30kg,31kg,32kg,33kg,34kg,35kg,36kg,37kg,38kg,39kg,40kg
ADL,ADL,6.84,6.84,6.84,6.84,6.84,6.84,6.84,6.84,6.84,6.84,6.84,6.84,6.84,6.84,6.84,6.84,6.84,6.84,6.84,6.84,6.84,6.84,6.84,6.84,6.84,6.84,6.84,15.84,15.84,15.84,15.84,15.84,15.84,15.84,15.84,15.84,15.84,15.84,15.84,15.84,15.84,15.84
ADL,SHT,7.488,7.488,7.488,7.488,7.488,7.488,7.488,7.488,7.488,7.488,7.488,7.488,7.488,7.488,7.488,7.488,7.488,7.488,7.488,7.488,7.488,7.488,7.488,7.488,7.488,7.488,7.488,16.488,16.488,16.488,16.488,16.488,16.488,16.488,16.488,16.488,16.488,16.488,16.488,16.488,16.488,16.488
ADL,GEE,8.304,8.304,8.532,9,9.468,9.936,10.416,10.884,11.352,11.82,12.288,12.756,13.224,13.692,14.16,14.628,15.096,15.564,16.032,16.5,16.968,17.436,17.904,18.372,18.84,19.308,19.776,29.244,29.712,30.18,30.648,31.116,31.584,32.052,32.52,32.988,33.456,33.924,34.392,34.86,35.328,35.796
ADL,MEL,8.196,8.196,8.316,8.556,8.808,9.06,9.3,9.552,9.804,10.056,10.308,10.56,10.812,11.064,11.316,11.568,11.82,12.072,12.324,12.576,12.828,13.08,13.332,13.584,13.836,14.088,14.34,23.592,23.844,24.096,24.348,24.6,24.852,25.104,25.356,25.608,25.86,26.112,26.364,26.616,26.868,27.12
ADL,NEW,8.496,8.496,8.928,9.78,10.644,11.508,12.36,13.224,14.088,14.952,15.816,16.68,17.544,18.408,19.272,20.136,21,21.864,22.728,23.592,24.456,25.32,26.184,27.048,27.912,28.776,29.64,39.504,40.368,41.232,42.096,42.96,43.824,44.688,45.552,46.416,47.28,48.144,49.008,49.872,50.736,51.6
ADL,SYD,8.304,8.304,8.532,9,9.468,9.936,10.416,10.884,11.352,11.82,12.288,12.756,13.224,13.692,14.16,14.628,15.096,15.564,16.032,16.5,16.968,17.436,17.904,18.372,18.84,19.308,19.776,29.244,29.712,30.18,30.648,31.116,31.584,32.052,32.52,32.988,33.456,33.924,34.392,34.86,35.328,35.796
ADL,WOL,8.496,8.496,8.928,9.78,10.644,11.508,12.36,13.224,14.088,14.952,15.816,16.68,17.544,18.408,19.272,20.136,21,21.864,22.728,23.592,24.456,25.32,26.184,27.048,27.912,28.776,29.64,39.504,40.368,41.232,42.096,42.96,43.824,44.688,45.552,46.416,47.28,48.144,49.008,49.872,50.736,51.6
ADL,YNG,9.168,9.168,10.296,12.516,14.748,16.98,19.188,21.42,23.652,25.884,28.116,30.348,32.58,34.812,37.044,39.276,41.508,43.74,45.972,48.204,50.436,52.668,54.9,57.132,59.364,61.596,63.828,75.06,77.292,79.524,81.756,83.988,86.22,88.452,90.684,92.916,95.148,97.38,99.612,101.844,104.076,106.308
ADL,ALB,8.304,8.304,8.532,9,9.468,9.936,10.416,10.884,11.352,11.82,12.288,12.756,13.224,13.692,14.16,14.628,15.096,15.564,16.032,16.5,16.968,17.436,17.904,18.372,18.84,19.308,19.776,29.244,29.712,30.18,30.648,31.116,31.584,32.052,32.52,32.988,33.456,33.924,34.392,34.86,35.328,35.796
ADL,BEN,8.304,8.304,8.532,9,9.468,9.936,10.416,10.884,11.352,11.82,12.288,12.756,13.224,13.692,14.16,14.628,15.096,15.564,16.032,16.5,16.968,17.436,17.904,18.372,18.84,19.308,19.776,29.244,29.712,30.18,30.648,31.116,31.584,32.052,32.52,32.988,33.456,33.924,34.392,34.86,35.328,35.796
ADL,BRI,8.496,8.496,8.928,9.78,10.644,11.508,12.36,13.224,14.088,14.952,15.816,16.68,17.544,18.408,19.272,20.136,21,21.864,22.728,23.592,24.456,25.32,26.184,27.048,27.912,28.776,29.64,39.504,40.368,41.232,42.096,42.96,43.824,44.688,45.552,46.416,47.28,48.144,49.008,49.872,50.736,51.6
ADL,CBR,8.904,8.904,9.732,11.4,13.068,14.736,16.392,18.06,19.728,21.396,23.064,24.732,26.4,28.068,29.736,31.404,33.072,34.74,36.408,38.076,39.744,41.412,43.08,44.748,46.416,48.084,49.752,60.42,62.088,63.756,65.424,67.092,68.76,70.428,72.096,73.764,75.432,77.1,78.768,80.436,82.104,83.772
ADL,CCT,8.496,8.496,8.928,9.78,10.644,11.508,12.36,13.224,14.088,14.952,15.816,16.68,17.544,18.408,19.272,20.136,21,21.864,22.728,23.592,24.456,25.32,26.184,27.048,27.912,28.776,29.64,39.504,40.368,41.232,42.096,42.96,43.824,44.688,45.552,46.416,47.28,48.144,49.008,49.872,50.736,51.6
ADL,CFS,8.904,8.904,9.732,11.4,13.068,14.736,16.392,18.06,19.728,21.396,23.064,24.732,26.4,28.068,29.736,31.404,33.072,34.74,36.408,38.076,39.744,41.412,43.08,44.748,46.416,48.084,49.752,60.42,62.088,63.756,65.424,67.092,68.76,70.428,72.096,73.764,75.432,77.1,78.768,80.436,82.104,83.772
ADL,OAG,9.168,9.168,10.296,12.516,14.748,16.98,19.188,21.42,23.652,25.884,28.116,30.348,32.58,34.812,37.044,39.276,41.508,43.74,45.972,48.204,50.436,52.668,54.9,57.132,59.364,61.596,63.828,75.06,77.292,79.524,81.756,83.988,86.22,88.452,90.684,92.916,95.148,97.38,99.612,101.844,104.076,106.308
ADL,DPO,8.904,8.904,9.732,11.4,13.068,14.736,16.392,18.06,19.728,21.396,23.064,24.732,26.4,28.068,29.736,31.404,33.072,34.74,36.408,38.076,39.744,41.412,43.08,44.748,46.416,48.084,49.752,60.42,62.088,63.756,65.424,67.092,68.76,70.428,72.096,73.764,75.432,77.1,78.768,80.436,82.104,83.772
ADL,GLD,8.496,8.496,8.928,9.78,10.644,11.508,12.36,13.224,14.088,14.952,15.816,16.68,17.544,18.408,19.272,20.136,21,21.864,22.728,23.592,24.456,25.32,26.184,27.048,27.912,28.776,29.64,39.504,40.368,41.232,42.096,42.96,43.824,44.688,45.552,46.416,47.28,48.144,49.008,49.872,50.736,51.6
ADL,LAU,8.904,8.904,9.732,11.4,13.068,14.736,16.392,18.06,19.728,21.396,23.064,24.732,26.4,28.068,29.736,31.404,33.072,34.74,36.408,38.076,39.744,41.412,43.08,44.748,46.416,48.084,49.752,60.42,62.088,63.756,65.424,67.092,68.76,70.428,72.096,73.764,75.432,77.1,78.768,80.436,82.104,83.772
ADL,NTH,8.904,8.904,9.732,11.4,13.068,14.736,16.392,18.06,19.728,21.396,23.064,24.732,26.4,28.068,29.736,31.404,33.072,34.74,36.408,38.076,39.744,41.412,43.08,44.748,46.416,48.084,49.752,60.42,62.088,63.756,65.424,67.092,68.76,70.428,72.096,73.764,75.432,77.1,78.768,80.436,82.104,83.772
ADL,PER,8.496,8.496,8.928,9.78,10.644,11.508,12.36,13.224,14.088,14.952,15.816,16.68,17.544,18.408,19.272,20.136,21,21.864,22.728,23.592,24.456,25.32,26.184,27.048,27.912,28.776,29.64,39.504,40.368,41.232,42.096,42.96,43.824,44.688,45.552,46.416,47.28,48.144,49.008,49.872,50.736,51.6
ADL,PQQ,8.904,8.904,9.732,11.4,13.068,14.736,16.392,18.06,19.728,21.396,23.064,24.732,26.4,28.068,29.736,31.404,33.072,34.74,36.408,38.076,39.744,41.412,43.08,44.748,46.416,48.084,49.752,60.42,62.088,63.756,65.424,67.092,68.76,70.428,72.096,73.764,75.432,77.1,78.768,80.436,82.104,83.772
ADL,TAS,8.904,8.904,9.732,11.4,13.068,14.736,16.392,18.06,19.728,21.396,23.064,24.732,26.4,28.068,29.736,31.404,33.072,34.74,36.408,38.076,39.744,41.412,43.08,44.748,46.416,48.084,49.752,60.42,62.088,63.756,65.424,67.092,68.76,70.428,72.096,73.764,75.432,77.1,78.768,80.436,82.104,83.772
ADL,SUN,8.496,8.496,8.928,9.78,10.644,11.508,12.36,13.224,14.088,14.952,15.816,16.68,17.544,18.408,19.272,20.136,21,21.864,22.728,23.592,24.456,25.32,26.184,27.048,27.912,28.776,29.64,39.504,40.368,41.232,42.096,42.96,43.824,44.688,45.552,46.416,47.28,48.144,49.008,49.872,50.736,51.6
ADL,TOO,8.904,8.904,9.732,11.4,13.068,14.736,16.392,18.06,19.728,21.396,23.064,24.732,26.4,28.068,29.736,31.404,33.072,34.74,36.408,38.076,39.744,41.412,43.08,44.748,46.416,48.084,49.752,60.42,62.088,63.756,65.424,67.092,68.76,70.428,72.096,73.764,75.432,77.1,78.768,80.436,82.104,83.772
ADL,BDB,8.904,8.904,9.732,11.4,13.068,14.736,16.392,18.06,19.728,21.396,23.064,24.732,26.4,28.068,29.736,31.404,33.072,34.74,36.408,38.076,39.744,41.412,43.08,44.748,46.416,48.084,49.752,60.42,62.088,63.756,65.424,67.092,68.76,70.428,72.096,73.764,75.432,77.1,78.768,80.436,82.104,83.772
ADL,CAP,8.904,8.904,9.732,11.4,13.068,14.736,16.392,18.06,19.728,21.396,23.064,24.732,26.4,28.068,29.736,31.404,33.072,34.74,36.408,38.076,39.744,41.412,43.08,44.748,46.416,48.084,49.752,60.42,62.088,63.756,65.424,67.092,68.76,70.428,72.096,73.764,75.432,77.1,78.768,80.436,82.104,83.772
ADL,CNS,9.42,9.42,10.764,13.476,16.164,18.864,21.564,24.276,26.976,29.676,32.376,35.076,37.776,40.476,43.176,45.876,48.576,51.276,53.976,56.676,59.376,62.076,64.776,67.476,70.176,72.876,75.576,87.276,89.976,92.676,95.376,98.076,100.776,103.476,106.176,108.876,111.576,114.276,116.976,119.676,122.376,125.076
ADL,MKY,9.168,9.168,10.296,12.516,14.748,16.98,19.188,21.42,23.652,25.884,28.116,30.348,32.58,34.812,37.044,39.276,41.508,43.74,45.972,48.204,50.436,52.668,54.9,57.132,59.364,61.596,63.828,75.06,77.292,79.524,81.756,83.988,86.22,88.452,90.684,92.916,95.148,97.38,99.612,101.844,104.076,106.308
ADL,MYB,8.904,8.904,9.732,11.4,13.068,14.736,16.392,18.06,19.728,21.396,23.064,24.732,26.4,28.068,29.736,31.404,33.072,34.74,36.408,38.076,39.744,41.412,43.08,44.748,46.416,48.084,49.752,60.42,62.088,63.756,65.424,67.092,68.76,70.428,72.096,73.764,75.432,77.1,78.768,80.436,82.104,83.772
ADL,TVL,9.42,9.42,10.764,13.476,16.164,18.864,21.564,24.276,26.976,29.676,32.376,35.076,37.776,40.476,43.176,45.876,48.576,51.276,53.976,56.676,59.376,62.076,64.776,67.476,70.176,72.876,75.576,87.276,89.976,92.676,95.376,98.076,100.776,103.476,106.176,108.876,111.576,114.276,116.976,119.676,122.376,125.076
ALB,ALB,7.068,7.068,7.068,7.068,7.86,8.376,8.508,8.64,8.772,8.904,9.036,9.168,9.3,9.432,9.564,9.696,9.828,9.96,10.092,10.224,10.356,10.488,10.62,10.752,10.884,11.016,11.148,20.28,20.412,20.544,20.676,20.808,20.94,21.072,21.204,21.336,21.468,21.6,21.732,21.864,21.996,22.128
ALB,SHT,9.252,9.252,11.028,11.82,12.636,14.928,17.22,18.156,19.464,20.772,22.08,23.388,24.696,26.004,27.312,28.62,29.928,31.236,32.544,33.852,35.16,36.468,37.776,39.084,40.392,41.7,43.008,53.316,54.624,55.932,57.24,58.548,59.856,61.164,62.472,63.78,65.088,66.396,67.704,69.012,70.32,71.628
ALB,CBR,8.772,8.772,9.816,10.872,11.652,12.444,13.416,16.764,17.424,18.084,18.744,19.404,20.064,20.724,21.384,22.044,22.704,23.364,24.024,24.684,25.344,26.004,26.664,27.324,27.984,28.644,29.304,38.964,39.624,40.284,40.944,41.604,42.264,42.924,43.584,44.244,44.904,45.564,46.224,46.884,47.544,48.204
ALB,BEN,9.948,9.948,11.544,12.456,13.344,15.696,18.048,20.292,20.988,21.684,22.38,23.076,23.772,24.468,25.164,25.86,26.556,27.252,27.948,28.644,29.34,30.036,30.732,31.428,32.124,32.82,33.516,43.212,43.908,44.604,45.3,45.996,46.692,47.388,48.084,48.78,49.476,50.172,50.868,51.564,52.26,52.956
ALB,GEE,9.948,9.948,11.544,12.456,13.344,15.696,18.048,19.824,19.992,20.16,20.328,20.496,20.664,20.832,21,21.168,21.336,21.504,21.672,21.84,22.008,22.176,22.344,22.512,22.68,22.848,23.016,32.184,32.352,32.52,32.688,32.856,33.024,33.192,33.36,33.528,33.696,33.864,34.032,34.2,34.368,34.536
ALB,MEL,7.8,7.8,8.82,10.176,11.4,12.072,12.864,16.764,17.424,18.084,18.744,19.404,20.064,20.724,21.384,22.044,22.704,23.364,24.024,24.684,25.344,26.004,26.664,27.324,27.984,28.644,29.304,38.964,39.624,40.284,40.944,41.604,42.264,42.924,43.584,44.244,44.904,45.564,46.224,46.884,47.544,48.204
ALB,SYD,8.388,8.388,9.804,10.728,11.64,12.288,13.692,22.128,22.98,23.832,24.684,25.536,26.388,27.24,28.092,28.944,29.796,30.648,31.5,32.352,33.204,34.056,34.908,35.76,36.612,37.464,38.316,48.168,49.02,49.872,50.724,51.576,52.428,53.28,54.132,54.984,55.836,56.688,57.54,58.392,59.244,60.096
ALB,WOL,9.948,9.948,12.156,13.032,13.932,16.452,18.972,22.056,23.94,25.824,27.708,29.592,31.476,33.36,35.244,37.128,39.012,40.896,42.78,44.664,46.548,48.432,50.316,52.2,54.084,55.968,57.852,68.736,70.62,72.504,74.388,76.272,78.156,80.04,81.924,83.808,85.692,87.576,89.46,91.344,93.228,95.112
ALB,YNG,10.104,10.104,11.544,12.636,13.716,16.068,18.42,19.152,19.848,20.544,21.24,21.936,22.632,23.328,24.024,24.72,25.416,26.112,26.808,27.504,28.2,28.896,29.592,30.288,30.984,31.68,32.376,42.072,42.768,43.464,44.16,44.856,45.552,46.248,46.944,47.64,48.336,49.032,49.728,50.424,51.12,51.816
ALB,CCT,9.948,9.948,12.156,13.032,13.932,16.164,18.42,25.02,26.904,28.788,30.672,32.556,34.44,36.324,38.208,40.092,41.976,43.86,45.744,47.628,49.512,51.396,53.28,55.164,57.048,58.932,60.816,71.7,73.584,75.468,77.352,79.236,81.12,83.004,84.888,86.772,88.656,90.54,92.424,94.308,96.192,98.076
ALB,NEW,9.948,9.948,12.156,13.032,13.932,16.452,18.972,25.008,26.892,28.776,30.66,32.544,34.428,36.312,38.196,40.08,41.964,43.848,45.732,47.616,49.5,51.384,53.268,55.152,57.036,58.92,60.804,71.688,73.572,75.456,77.34,79.224,81.108,82.992,84.876,86.76,88.644,90.528,92.412,94.296,96.18,98.064
ALB,ADL,9.948,9.948,11.544,12.456,13.344,15.696,18.048,25.896,27.78,29.664,31.548,33.432,35.316,37.2,39.084,40.968,42.852,44.736,46.62,48.504,50.388,52.272,54.156,56.04,57.924,59.808,61.692,72.576,74.46,76.344,78.228,80.112,81.996,83.88,85.764,87.648,89.532,91.416,93.3,95.184,97.068,98.952
ALB,BRI,10.344,10.344,14.208,16.14,18.072,19.944,21.804,22.128,25.56,28.992,32.424,35.856,39.288,42.72,46.152,49.584,53.016,56.448,59.88,63.312,66.744,70.176,73.608,77.04,80.472,83.904,87.336,99.768,103.2,106.632,110.064,113.496,116.928,120.36,123.792,127.224,130.656,134.088,137.52,140.952,144.384,147.816
ALB,CFS,9.948,9.948,11.544,12.456,13.344,15.696,18.048,25.644,27.528,29.412,31.296,33.18,35.064,36.948,38.832,40.716,42.6,44.484,46.368,48.252,50.136,52.02,53.904,55.788,57.672,59.556,61.44,72.324,74.208,76.092,77.976,79.86,81.744,83.628,85.512,87.396,89.28,91.164,93.048,94.932,96.816,98.7
ALB,GLD,10.344,10.344,14.208,16.14,18.072,19.944,21.804,22.128,25.56,28.992,32.424,35.856,39.288,42.72,46.152,49.584,53.016,56.448,59.88,63.312,66.744,70.176,73.608,77.04,80.472,83.904,87.336,99.768,103.2,106.632,110.064,113.496,116.928,120.36,123.792,127.224,130.656,134.088,137.52,140.952,144.384,147.816
ALB,NTH,10.836,10.836,11.544,12.456,13.344,15.696,18.048,26.04,27.924,29.808,31.692,33.576,35.46,37.344,39.228,41.112,42.996,44.88,46.764,48.648,50.532,52.416,54.3,56.184,58.068,59.952,61.836,72.72,74.604,76.488,78.372,80.256,82.14,84.024,85.908,87.792,89.676,91.56,93.444,95.328,97.212,99.096
ALB,OAG,9.948,9.948,11.544,12.456,13.344,15.696,18.048,25.788,27.672,29.556,31.44,33.324,35.208,37.092,38.976,40.86,42.744,44.628,46.512,48.396,50.28,52.164,54.048,55.932,57.816,59.7,61.584,72.468,74.352,76.236,78.12,80.004,81.888,83.772,85.656,87.54,89.424,91.308,93.192,95.076,96.96,98.844
ALB,PQQ,10.836,10.836,11.544,12.456,13.344,15.696,18.048,26.124,28.008,29.892,31.776,33.66,35.544,37.428,39.312,41.196,43.08,44.964,46.848,48.732,50.616,52.5,54.384,56.268,58.152,60.036,61.92,72.804,74.688,76.572,78.456,80.34,82.224,84.108,85.992,87.876,89.76,91.644,93.528,95.412,97.296,99.18
ALB,SUN,10.344,10.344,14.208,16.14,18.072,19.944,21.804,22.128,26.484,30.84,35.196,39.552,43.908,48.264,52.62,56.976,61.332,65.688,70.044,74.4,78.756,83.112,87.468,91.824,96.18,100.536,104.892,118.248,122.604,126.96,131.316,135.672,140.028,144.384,148.74,153.096,157.452,161.808,166.164,170.52,174.876,179.232
ALB,TOO,10.344,10.344,14.208,16.14,18.072,19.944,21.804,22.128,26.484,30.84,35.196,39.552,43.908,48.264,52.62,56.976,61.332,65.688,70.044,74.4,78.756,83.112,87.468,91.824,96.18,100.536,104.892,118.248,122.604,126.96,131.316,135.672,140.028,144.384,148.74,153.096,157.452,161.808,166.164,170.52,174.876,179.232
ALB,BDB,11.808,11.808,16.14,18.204,20.268,22.332,24.384,26.1,30.456,34.812,39.168,43.524,47.88,52.236,56.592,60.948,65.304,69.66,74.016,78.372,82.728,87.084,91.44,95.796,100.152,104.508,108.864,122.22,126.576,130.932,135.288,139.644,144,148.356,152.712,157.068,161.424,165.78,170.136,174.492,178.848,183.204
ALB,CAP,10.344,10.344,14.208,16.14,18.072,19.944,21.804,22.128,26.484,30.84,35.196,39.552,43.908,48.264,52.62,56.976,61.332,65.688,70.044,74.4,78.756,83.112,87.468,91.824,96.18,100.536,104.892,118.248,122.604,126.96,131.316,135.672,140.028,144.384,148.74,153.096,157.452,161.808,166.164,170.52,174.876,179.232
ALB,DPO,9.948,9.948,13.584,15.324,17.064,18.804,20.544,24.228,27.096,29.964,32.832,35.7,38.568,41.436,44.304,47.172,50.04,52.908,55.776,58.644,61.512,64.38,67.248,70.116,72.984,75.852,78.72,90.588,93.456,96.324,99.192,102.06,104.928,107.796,110.664,113.532,116.4,119.268,122.136,125.004,127.872,130.74
ALB,LAU,9.948,9.948,13.584,15.324,17.064,18.804,20.544,24.228,27.096,29.964,32.832,35.7,38.568,41.436,44.304,47.172,50.04,52.908,55.776,58.644,61.512,64.38,67.248,70.116,72.984,75.852,78.72,90.588,93.456,96.324,99.192,102.06,104.928,107.796,110.664,113.532,116.4,119.268,122.136,125.004,127.872,130.74
ALB,MYB,11.808,11.808,16.14,18.204,20.268,22.332,24.384,26.1,30.456,34.812,39.168,43.524,47.88,52.236,56.592,60.948,65.304,69.66,74.016,78.372,82.728,87.084,91.44,95.796,100.152,104.508,108.864,122.22,126.576,130.932,135.288,139.644,144,148.356,152.712,157.068,161.424,165.78,170.136,174.492,178.848,183.204
ALB,TAS,9.948,9.948,13.584,15.324,17.064,18.804,20.544,24.228,27.096,29.964,32.832,35.7,38.568,41.436,44.304,47.172,50.04,52.908,55.776,58.644,61.512,64.38,67.248,70.116,72.984,75.852,78.72,90.588,93.456,96.324,99.192,102.06,104.928,107.796,110.664,113.532,116.4,119.268,122.136,125.004,127.872,130.74
ALB,MKY,10.344,10.344,14.208,16.14,18.072,19.944,21.804,22.128,26.484,30.84,35.196,39.552,43.908,48.264,52.62,56.976,61.332,65.688,70.044,74.4,78.756,83.112,87.468,91.824,96.18,100.536,104.892,118.248,122.604,126.96,131.316,135.672,140.028,144.384,148.74,153.096,157.452,161.808,166.164,170.52,174.876,179.232
ALB,TVL,10.344,10.344,14.208,16.14,18.072,19.944,21.804,22.128,29.904,37.68,45.456,53.232,61.008,68.784,76.56,84.336,92.112,99.888,107.664,115.44,123.216,130.992,138.768,146.544,154.32,162.096,169.872,186.648,194.424,202.2,209.976,217.752,225.528,233.304,241.08,248.856,256.632,264.408,272.184,279.96,287.736,295.512
ALB,PER,10.344,10.344,14.208,16.14,18.072,19.944,32.22,27.252,35.028,42.804,50.58,58.356,66.132,73.908,81.684,89.46,97.236,105.012,112.788,120.564,128.34,136.116,143.892,151.668,159.444,167.22,174.996,191.772,199.548,207.324,215.1,222.876,230.652,238.428,246.204,253.98,261.756,269.532,277.308,285.084,292.86,300.636
ALB,CNS,10.344,10.344,14.208,16.14,18.072,19.944,21.804,22.128,27.396,32.664,37.932,43.2,48.468,53.736,59.004,64.272,69.54,74.808,80.076,85.344,90.612,95.88,101.148,106.416,111.684,116.952,122.22,136.488,141.756,147.024,152.292,157.56,162.828,168.096,173.364,178.632,183.9,189.168,194.436,199.704,204.972,210.24
BDB,BDB,7.2369,7.2369,9.0171,9.3783,9.7395,9.8943,10.0491,10.1394,10.2168,10.2942,10.3716,10.449,10.5264,10.6038,10.6812,10.7586,10.836,10.9134,10.9908,11.0682,11.1456,11.223,11.3004,11.3778,11.4552,11.5326,11.61,20.6874,20.7648,20.8422,20.9196,20.997,21.0744,21.1518,21.2292,21.3066,21.384,21.4614,21.5388,21.6162,21.6936,21.771
BDB,SHT,7.9593,7.9593,9.9201,10.3071,10.707,10.8876,11.0553,11.1456,11.2359,11.3262,11.4165,11.5068,11.5971,11.6874,11.7777,11.868,11.9583,12.0486,12.1389,12.2292,12.3195,12.4098,12.5001,12.5904,12.6807,12.771,12.8613,21.9516,22.0419,22.1322,22.2225,22.3128,22.4031,22.4934,22.5837,22.674,22.7643,22.8546,22.9449,23.0352,23.1255,23.2158
BDB,CAP,8.0625,8.0625,9.288,9.7008,10.1265,11.4294,12.7194,12.9129,14.9124,16.9119,18.9114,20.9109,22.9104,24.9099,26.9094,28.9089,30.9084,32.9079,34.9074,36.9069,38.9064,40.9059,42.9054,44.9049,46.9044,48.9039,50.9034,61.9029,63.9024,65.9019,67.9014,69.9009,71.9004,73.8999,75.8994,77.8989,79.8984,81.8979,83.8974,85.8969,87.8964,89.8959
BDB,MKY,8.6301,8.6301,10.4748,11.0037,11.5197,13.029,14.5383,15.3381,17.3376,19.3371,21.3366,23.3361,25.3356,27.3351,29.3346,31.3341,33.3336,35.3331,37.3326,39.3321,41.3316,43.3311,45.3306,47.3301,49.3296,51.3291,53.3286,64.3281,66.3276,68.3271,70.3266,72.3261,74.3256,76.3251,78.3246,80.3241,82.3236,84.3231,86.3226,88.3221,90.3216,92.3211
BDB,TVL,9.0816,9.0816,10.8102,11.4294,12.0357,13.5837,15.1317,17.0925,19.2339,21.3753,23.5167,25.6581,27.7995,29.9409,32.0823,34.2237,36.3651,38.5065,40.6479,42.7893,44.9307,47.0721,49.2135,51.3549,53.4963,55.6377,57.7791,68.9205,71.0619,73.2033,75.3447,77.4861,79.6275,81.7689,83.9103,86.0517,88.1931,90.3345,92.4759,94.6173,96.7587,98.9001
BDB,MYB,8.0625,8.0625,9.288,9.7008,10.1265,11.4294,12.7194,12.9129,14.9124,16.9119,18.9114,20.9109,22.9104,24.9099,26.9094,28.9089,30.9084,32.9079,34.9074,36.9069,38.9064,40.9059,42.9054,44.9049,46.9044,48.9039,50.9034,61.9029,63.9024,65.9019,67.9014,69.9009,71.9004,73.8999,75.8994,77.8989,79.8984,81.8979,83.8974,85.8969,87.8964,89.8959
BDB,CNS,9.0816,9.0816,10.8102,11.4294,12.0357,13.5837,15.1317,17.0925,19.3629,21.6333,23.9037,26.1741,28.4445,30.7149,32.9853,35.2557,37.5261,39.7965,42.0669,44.3373,46.6077,48.8781,51.1485,53.4189,55.6893,57.9597,60.2301,71.5005,73.7709,76.0413,78.3117,80.5821,82.8525,85.1229,87.3933,89.6637,91.9341,94.2045,96.4749,98.7453,101.0157,103.2861
BDB,BRI,9.0816,9.0816,10.8102,11.4294,12.0357,13.5837,15.1317,17.0925,19.0533,21.0141,22.9749,24.9357,26.8965,28.8573,30.8181,32.7789,34.7397,36.7005,38.6613,40.6221,42.5829,44.5437,46.5045,48.4653,50.4261,52.3869,54.3477,65.3085,67.2693,69.2301,71.1909,73.1517,75.1125,77.0733,79.0341,80.9949,82.9557,84.9165,86.8773,88.8381,90.7989,92.7597
BDB,GLD,9.0816,9.0816,10.8102,11.4294,12.0357,13.5837,15.1317,17.0925,19.0533,21.0141,22.9749,24.9357,26.8965,28.8573,30.8181,32.7789,34.7397,36.7005,38.6613,40.6221,42.5829,44.5437,46.5045,48.4653,50.4261,52.3869,54.3477,65.3085,67.2693,69.2301,71.1909,73.1517,75.1125,77.0733,79.0341,80.9949,82.9557,84.9165,86.8773,88.8381,90.7989,92.7597
BDB,SUN,9.0816,9.0816,10.8102,11.4294,12.0357,13.5837,15.1317,17.0925,19.0533,21.0141,22.9749,24.9357,26.8965,28.8573,30.8181,32.7789,34.7397,36.7005,38.6613,40.6221,42.5829,44.5437,46.5045,48.4653,50.4261,52.3869,54.3477,65.3085,67.2693,69.2301,71.1909,73.1517,75.1125,77.0733,79.0341,80.9949,82.9557,84.9165,86.8773,88.8381,90.7989,92.7597
BDB,TOO,9.0816,9.0816,10.8102,11.4294,12.0357,13.5837,15.1317,18.1374,21.1431,24.1488,27.1545,30.1602,33.1659,36.1716,39.1773,42.183,45.1887,48.1944,51.2001,54.2058,57.2115,60.2172,63.2229,66.2286,69.2343,72.24,75.2457,87.2514,90.2571,93.2628,96.2685,99.2742,102.2799,105.2856,108.2913,111.297,114.3027,117.3084,120.3141,123.3198,126.3255,129.3312
BDB,CFS,9.0816,9.0816,10.8102,11.4294,12.0357,13.5837,15.1317,18.1374,21.1431,24.1488,27.1545,30.1602,33.1659,36.1716,39.1773,42.183,45.1887,48.1944,51.2001,54.2058,57.2115,60.2172,63.2229,66.2286,69.2343,72.24,75.2457,87.2514,90.2571,93.2628,96.2685,99.2742,102.2799,105.2856,108.2913,111.297,114.3027,117.3084,120.3141,123.3198,126.3255,129.3312
BDB,NTH,9.0816,9.0816,10.8102,11.4294,12.0357,13.5837,15.1317,18.1374,21.1431,24.1488,27.1545,30.1602,33.1659,36.1716,39.1773,42.183,45.1887,48.1944,51.2001,54.2058,57.2115,60.2172,63.2229,66.2286,69.2343,72.24,75.2457,87.2514,90.2571,93.2628,96.2685,99.2742,102.2799,105.2856,108.2913,111.297,114.3027,117.3084,120.3141,123.3198,126.3255,129.3312
BDB,SYD,9.0816,9.0816,10.8102,11.4294,12.0357,13.5837,15.1317,18.1374,21.1431,24.1488,27.1545,30.1602,33.1659,36.1716,39.1773,42.183,45.1887,48.1944,51.2001,54.2058,57.2115,60.2172,63.2229,66.2286,69.2343,72.24,75.2457,87.2514,90.2571,93.2628,96.2685,99.2742,102.2799,105.2856,108.2913,111.297,114.3027,117.3084,120.3141,123.3198,126.3255,129.3312
BDB,CBR,9.0816,9.0816,10.8102,11.4294,12.0357,13.5837,15.1317,18.1374,21.1431,24.1488,27.1545,30.1602,33.1659,36.1716,39.1773,42.183,45.1887,48.1944,51.2001,54.2058,57.2115,60.2172,63.2229,66.2286,69.2343,72.24,75.2457,87.2514,90.2571,93.2628,96.2685,99.2742,102.2799,105.2856,108.2913,111.297,114.3027,117.3084,120.3141,123.3198,126.3255,129.3312
