SUBURB,POSTCODE,STATE,ZONE
TEA TREE GULLY,5091,SA,ADL
VISTA,5091,SA,ADL
MODBURY,5092,SA,ADL
MODBURY HEIGHTS,5092,SA,ADL
MODBURY NORTH,5092,SA,ADL
MODBURY NORTH DC,5092,SA,ADL
PARA VISTA,5093,SA,ADL
VALLEY VIEW,5093,SA,ADL
CAVAN,5094,SA,ADL
DRY CREEK,5094,SA,ADL
GEPPS CROSS,5094,SA,ADL
MAWSON LAKES,5095,SA,ADL
POORAKA,5095,SA,ADL
THE LEVELS,5095,SA,ADL
GULFVIEW HEIGHTS,5096,SA,ADL
PARA HILLS,5096,SA,ADL
PARA HILLS WEST,5096,SA,ADL
REDWOOD PARK,5097,SA,ADL
RIDGEHAVEN,5097,SA,ADL
ST AGNES,5097,SA,ADL
INGLE FARM,5098,SA,ADL
WALKLEY HEIGHTS,5098,SA,ADL
PARAFIELD,5106,SA,ADL
PARAFIELD AIRPORT,5106,SA,ADL
SALISBURY SOUTH,5106,SA,ADL
SALISBURY SOUTH BC,5106,SA,ADL
SALISBURY SOUTH DC,5106,SA,ADL
GREEN FIELDS,5107,SA,ADL
PARAFIELD GARDENS,5107,SA,ADL
PARALOWIE,5108,SA,ADL
SALISBURY,5108,SA,ADL
SALISBURY DOWNS,5108,SA,ADL
SALISBURY NORTH,5108,SA,ADL
SALISBURY NORTH WHITES ROAD,5108,SA,ADL
BRAHMA LODGE,5109,SA,ADL
SALISBURY EAST,5109,SA,ADL
SALISBURY EAST NORTHBRI AV,5109,SA,ADL
SALISBURY EAST NORTHBRI AVE,5109,SA,ADL
SALISBURY HEIGHTS,5109,SA,ADL
SALISBURY PARK,5109,SA,ADL
SALISBURY PLAIN,5109,SA,ADL
BOLIVAR,5110,SA,ADL
BURTON,5110,SA,ADL
DIREK,5110,SA,ADL
GLOBE DERBY PARK,5110,SA,ADL
ST KILDA,5110,SA,ADL
WATERLOO CORNER,5110,SA,ADL
EDINBURGH,5111,SA,ADL
ELIZABETH,5112,SA,ADL
ELIZABETH EAST,5112,SA,ADL
ELIZABETH GROVE,5112,SA,ADL
ELIZABETH SOUTH,5112,SA,ADL
ELIZABETH VALE,5112,SA,ADL
HILLBANK,5112,SA,ADL
DAVOREN PARK,5113,SA,ADL
DAVOREN PARK NORTH,5113,SA,ADL
DAVOREN PARK SOUTH,5113,SA,ADL
EDINBURGH NORTH,5113,SA,ADL
ELIZABETH DOWNS,5113,SA,ADL
ELIZABETH NORTH,5113,SA,ADL
ELIZABETH PARK,5113,SA,ADL
ELIZABETH WEST,5113,SA,ADL
ELIZABETH WEST DC,5113,SA,ADL
ANDREWS FARM,5114,SA,ADL
BLAKEVIEW,5114,SA,ADL
CRAIGMORE,5114,SA,ADL
GOULD CREEK,5114,SA,ADL
SMITHFIELD,5114,SA,ADL
SMITHFIELD PLAINS,5114,SA,ADL
SMITHFIELD WEST,5114,SA,ADL
ULEYBURY,5114,SA,ADL
YATTALUNGA,5114,SA,ADL
KUDLA,5115,SA,ADL
MUNNO PARA,5115,SA,ADL
MUNNO PARA DOWNS,5115,SA,ADL
MUNNO PARA WEST,5115,SA,ADL
EVANSTON,5116,SA,ADL
EVANSTON GARDENS,5116,SA,ADL
EVANSTON PARK,5116,SA,ADL
EVANSTON SOUTH,5116,SA,ADL
HILLIER,5116,SA,ADL
ANGLE VALE,5117,SA,ADL
BIBARINGA,5118,SA,ADL
BUCHFELDE,5118,SA,ADL
CONCORDIA,5118,SA,ADL
GAWLER,5118,SA,ADL
GAWLER BELT,5118,SA,ADL
GAWLER EAST,5118,SA,ADL
GAWLER SOUTH,5118,SA,ADL
GAWLER WEST,5118,SA,ADL
HEWETT,5118,SA,ADL
KALBEEBA,5118,SA,ADL
KINGSFORD,5118,SA,ADL
REID,5118,SA,ADL
WILLASTON,5118,SA,ADL
BUCKLAND PARK,5120,SA,ADL
VIRGINIA,5120,SA,ADL
MACDONALD PARK,5121,SA,ADL
PENFIELD,5121,SA,ADL
PENFIELD GARDENS,5121,SA,ADL
GOLDEN GROVE,5125,SA,ADL
GOLDEN GROVE VILLAGE,5125,SA,ADL
GREENWITH,5125,SA,ADL
FAIRVIEW PARK,5126,SA,ADL
SURREY DOWNS,5126,SA,ADL
YATALA VALE,5126,SA,ADL
WYNN VALE,5127,SA,ADL
HALLETT COVE,5158,SA,ADL
O'HALLORAN HILL,5158,SA,ADL
O'HALLORAN HILL DC,5158,SA,ADL
SHEIDOW PARK,5158,SA,ADL
TROTT PARK,5158,SA,ADL
ABERFOYLE PARK,5159,SA,ADL
CHANDLERS HILL,5159,SA,ADL
FLAGSTAFF HILL,5159,SA,ADL
HAPPY VALLEY,5159,SA,ADL
LONSDALE,5160,SA,ADL
LONSDALE DC,5160,SA,ADL
PORT STANVAC,5160,SA,ADL
OLD REYNELLA,5161,SA,ADL
REYNELLA,5161,SA,ADL
REYNELLA EAST,5161,SA,ADL
MORPHETT VALE,5162,SA,ADL
WOODCROFT,5162,SA,ADL
HACKHAM,5163,SA,ADL
HACKHAM WEST,5163,SA,ADL
HUNTFIELD HEIGHTS,5163,SA,ADL
ONKAPARINGA HILLS,5163,SA,ADL
CHRISTIE DOWNS,5164,SA,ADL
CHRISTIES BEACH,5165,SA,ADL
CHRISTIES BEACH NORTH,5165,SA,ADL
O'SULLIVAN BEACH,5166,SA,ADL
PORT NOARLUNGA,5167,SA,ADL
PORT NOARLUNGA SOUTH,5167,SA,ADL
NOARLUNGA CENTRE,5168,SA,ADL
NOARLUNGA DOWNS,5168,SA,ADL
OLD NOARLUNGA,5168,SA,ADL
MOANA,5169,SA,ADL
SEAFORD,5169,SA,ADL
SEAFORD HEIGHTS,5169,SA,ADL
SEAFORD MEADOWS,5169,SA,ADL
SEAFORD RISE,5169,SA,ADL
MASLIN BEACH,5170,SA,ADL
BLEWITT SPRINGS,5171,SA,ADL
MCLAREN FLAT,5171,SA,ADL
MCLAREN VALE,5171,SA,ADL
PEDLER CREEK,5171,SA,ADL
TATACHILLA,5171,SA,ADL
WHITES VALLEY,5172,SA,ADL
WILLUNGA,5172,SA,ADL
WILLUNGA SOUTH,5172,SA,ADL
ALDINGA,5173,SA,ADL
ALDINGA BEACH,5173,SA,ADL
PORT WILLUNGA,5173,SA,ADL
SILVER SANDS,5173,SA,ADL
SELLICKS BEACH,5174,SA,ADL
SELLICKS HILL,5174,SA,ADL
ROSEDALE,5350,SA,ADL
SANDY CREEK,5350,SA,ADL
ALTONA,5351,SA,ADL
COCKATOO VALLEY,5351,SA,ADL
LYNDOCH,5351,SA,ADL
WILLIAMSTOWN,5351,SA,ADL
BETHANY,5352,SA,ADL
GOMERSAL,5352,SA,ADL
KRONDORF,5352,SA,ADL
ROWLAND FLAT,5352,SA,ADL
STONE WELL,5352,SA,ADL
TANUNDA,5352,SA,ADL
VINE VALE,5352,SA,ADL
ANGASTON,5353,SA,ADL
MARANANGA,5355,SA,ADL
NURIOOTPA,5355,SA,ADL
SEPPELTSFIELD,5355,SA,ADL
STOCKWELL,5355,SA,ADL
ADELAIDE,5800,SA,ADL
ADELAIDE,5810,SA,ADL
ADELAIDE,5839,SA,ADL
REGENCY PARK,5942,SA,ADL
ADELAIDE AIRPORT,5950,SA,ADL
EXPORT PARK,5950,SA,ADL
CITY DELIVERY CENTRE,6000,WA,PER
PERTH,6000,WA,PER
PERTH GPO,6000,WA,PER
PERTH,6001,WA,PER
HIGHGATE,6003,WA,PER
NORTHBRIDGE,6003,WA,PER
EAST PERTH,6004,WA,PER
PERTH,6004,WA,PER
KINGS PARK,6005,WA,PER
WEST PERTH,6005,WA,PER
NORTH PERTH,6006,WA,PER
LEEDERVILLE,6007,WA,PER
WEST LEEDERVILLE,6007,WA,PER
DAGLISH,6008,WA,PER
SHENTON PARK,6008,WA,PER
SUBIACO,6008,WA,PER
SUBIACO EAST,6008,WA,PER
BROADWAY NEDLANDS,6009,WA,PER
CRAWLEY,6009,WA,PER
DALKEITH,6009,WA,PER
NEDLANDS,6009,WA,PER
NEDLANDS DC,6009,WA,PER
CLAREMONT,6010,WA,PER
CLAREMONT NORTH,6010,WA,PER
KARRAKATTA,6010,WA,PER
MOUNT CLAREMONT,6010,WA,PER
SWANBOURNE,6010,WA,PER
COTTESLOE,6011,WA,PER
PEPPERMINT GROVE,6011,WA,PER
MOSMAN PARK,6012,WA,PER
FLOREAT,6014,WA,PER
FLOREAT FORUM,6014,WA,PER
JOLIMONT,6014,WA,PER
WEMBLEY,6014,WA,PER
CITY BEACH,6015,WA,PER
GLENDALOUGH,6016,WA,PER
MOUNT HAWTHORN,6016,WA,PER
HERDSMAN,6017,WA,PER
OSBORNE PARK,6017,WA,PER
OSBORNE PARK DC,6017,WA,PER
CHURCHLANDS,6018,WA,PER
DOUBLEVIEW,6018,WA,PER
GWELUP,6018,WA,PER
GWELUP DC,6018,WA,PER
INNALOO,6018,WA,PER
KARRINYUP,6018,WA,PER
WOODLANDS,6018,WA,PER
SCARBOROUGH,6019,WA,PER
WEMBLEY DOWNS,6019,WA,PER
CARINE,6020,WA,PER
MARMION,6020,WA,PER
NORTH BEACH,6020,WA,PER
SORRENTO,6020,WA,PER
WATERMANS BAY,6020,WA,PER
BALCATTA,6021,WA,PER
STIRLING,6021,WA,PER
HAMERSLEY,6022,WA,PER
DUNCRAIG,6023,WA,PER
GLENGARRY,6023,WA,PER
GREENWOOD,6024,WA,PER
WARWICK,6024,WA,PER
CRAIGIE,6025,WA,PER
HILLARYS,6025,WA,PER
KALLAROO,6025,WA,PER
PADBURY,6025,WA,PER
KINGSLEY,6026,WA,PER
WOODVALE,6026,WA,PER
BELDON,6027,WA,PER
CONNOLLY,6027,WA,PER
EDGEWATER,6027,WA,PER
HEATHRIDGE,6027,WA,PER
JOONDALUP,6027,WA,PER
JOONDALUP DC,6027,WA,PER
MULLALOO,6027,WA,PER
OCEAN REEF,6027,WA,PER
BURNS BEACH,6028,WA,PER
CURRAMBINE,6028,WA,PER
ILUKA,6028,WA,PER
KINROSS,6028,WA,PER
TRIGG,6029,WA,PER
CLARKSON,6030,WA,PER
MERRIWA,6030,WA,PER
MINDARIE,6030,WA,PER
QUINNS ROCKS,6030,WA,PER
RIDGEWOOD,6030,WA,PER
TAMALA PARK,6030,WA,PER
BANKSIA GROVE,6031,WA,PER
CARRAMAR,6031,WA,PER
NEERABUP,6031,WA,PER
CARABOODA,6033,WA,PER
EGLINTON,6034,WA,PER
YANCHEP,6035,WA,PER
BUTLER,6036,WA,PER
JINDALEE,6036,WA,PER
TWO ROCKS,6037,WA,PER
ALKIMOS,6038,WA,PER
COOLBINIA,6050,WA,PER
MENORA,6050,WA,PER
MOUNT LAWLEY,6050,WA,PER
MAYLANDS,6051,WA,PER
BEDFORD,6052,WA,PER
INGLEWOOD,6052,WA,PER
BAYSWATER,6053,WA,PER
ASHFIELD,6054,WA,PER
BASSENDEAN,6054,WA,PER
BASSENDEAN DC,6054,WA,PER
EDEN HILL,6054,WA,PER
KIARA,6054,WA,PER
LOCKRIDGE,6054,WA,PER
BRABHAM,6055,WA,PER
BUSHMEAD,6055,WA,PER
CAVERSHAM,6055,WA,PER
DAYTON,6055,WA,PER
GUILDFORD,6055,WA,PER
HAZELMERE,6055,WA,PER
HENLEY BROOK,6055,WA,PER
SOUTH GUILDFORD,6055,WA,PER
WEST SWAN,6055,WA,PER
BELLEVUE,6056,WA,PER
BOYA,6056,WA,PER
GREENMOUNT,6056,WA,PER
HELENA VALLEY,6056,WA,PER
HERNE HILL,6056,WA,PER
JANE BROOK,6056,WA,PER
KOONGAMIA,6056,WA,PER
MIDDLE SWAN,6056,WA,PER
MIDLAND,6056,WA,PER
MIDVALE,6056,WA,PER
STRATTON,6056,WA,PER
SWAN VIEW,6056,WA,PER
VIVEASH,6056,WA,PER
WOODBRIDGE,6056,WA,PER
HIGH WYCOMBE,6057,WA,PER
MAIDA VALE,6057,WA,PER
FORRESTFIELD,6058,WA,PER
DIANELLA,6059,WA,PER
DOG SWAMP,6060,WA,PER
JOONDANNA,6060,WA,PER
TUART HILL,6060,WA,PER
YOKINE,6060,WA,PER
YOKINE SOUTH,6060,WA,PER
BALGA,6061,WA,PER
MIRRABOOKA,6061,WA,PER
NOLLAMARA,6061,WA,PER
WESTMINSTER,6061,WA,PER
EMBLETON,6062,WA,PER
MORLEY,6062,WA,PER
NORANDA,6062,WA,PER
BEECHBORO,6063,WA,PER
BENNETT SPRINGS,6063,WA,PER
ALEXANDER HEIGHTS,6064,WA,PER
GIRRAWHEEN,6064,WA,PER
KOONDOOLA,6064,WA,PER
MARANGAROO,6064,WA,PER
ASHBY,6065,WA,PER
DARCH,6065,WA,PER
GNANGARA,6065,WA,PER
HOCKING,6065,WA,PER
KINGSWAY,6065,WA,PER
LANDSDALE,6065,WA,PER
MADELEY,6065,WA,PER
PEARSALL,6065,WA,PER
SINAGRA,6065,WA,PER
TAPPING,6065,WA,PER
WANGARA,6065,WA,PER
WANGARA DC,6065,WA,PER
WANNEROO,6065,WA,PER
BALLAJURA,6066,WA,PER
WHITEMAN,6068,WA,PER
AVELEY,6069,WA,PER
BELHUS,6069,WA,PER
ELLENBROOK,6069,WA,PER
ELLENBROOK EAST,6069,WA,PER
THE VINES,6069,WA,PER
UPPER SWAN,6069,WA,PER
DARLINGTON,6070,WA,PER
GLEN FORREST,6071,WA,PER
HOVEA,6071,WA,PER
MAHOGANY CREEK,6072,WA,PER
MUNDARING,6073,WA,PER
GOOSEBERRY HILL,6076,WA,PER
KALAMUNDA,6076,WA,PER
LESMURDIE,6076,WA,PER
WALLISTON,6076,WA,PER
WALLISTON DC,6076,WA,PER
GNANGARA,6077,WA,PER
PARKERVILLE,6081,WA,PER
STONEVILLE,6081,WA,PER
MALAGA,6090,WA,PER
BURSWOOD,6100,WA,PER
LATHLAIN,6100,WA,PER
VICTORIA PARK,6100,WA,PER
CARLISLE,6101,WA,PER
CARLISLE NORTH,6101,WA,PER
CARLISLE SOUTH,6101,WA,PER
EAST VICTORIA PARK,6101,WA,PER
BENTLEY,6102,WA,PER
BENTLEY DC,6102,WA,PER
BENTLEY SOUTH,6102,WA,PER
ST JAMES,6102,WA,PER
RIVERVALE,6103,WA,PER
ASCOT,6104,WA,PER
BELMONT,6104,WA,PER
REDCLIFFE,6104,WA,PER
CLOVERDALE,6105,WA,PER
KEWDALE,6105,WA,PER
PERTH AIRPORT,6105,WA,PER
WELSHPOOL,6106,WA,PER
WELSHPOOL DC,6106,WA,PER
BECKENHAM,6107,WA,PER
CANNINGTON,6107,WA,PER
EAST CANNINGTON,6107,WA,PER
KENWICK,6107,WA,PER
QUEENS PARK,6107,WA,PER
WATTLE GROVE,6107,WA,PER
WILSON,6107,WA,PER
THORNLIE,6108,WA,PER
MADDINGTON,6109,WA,PER
ORANGE GROVE,6109,WA,PER
GOSNELLS,6110,WA,PER
HUNTINGDALE,6110,WA,PER
MARTIN,6110,WA,PER
SOUTHERN RIVER,6110,WA,PER
CAMILLO,6111,WA,PER
CHAMPION LAKES,6111,WA,PER
KELMSCOTT,6111,WA,PER
KELMSCOTT DC,6111,WA,PER
ROLEYSTONE,6111,WA,PER
WESTFIELD,6111,WA,PER
ARMADALE,6112,WA,PER
BROOKDALE,6112,WA,PER
FORRESTDALE,6112,WA,PER
HARRISDALE,6112,WA,PER
HAYNES,6112,WA,PER
HILBERT,6112,WA,PER
MOUNT NASURA,6112,WA,PER
MOUNT RICHON,6112,WA,PER
PIARA WATERS,6112,WA,PER
SEVILLE GROVE,6112,WA,PER
WUNGONG,6112,WA,PER
BYFORD,6122,WA,PER
DARLING DOWNS,6122,WA,PER
LANGFORD,6147,WA,PER
LYNWOOD,6147,WA,PER
PARKWOOD,6147,WA,PER
FERNDALE,6148,WA,PER
RIVERTON,6148,WA,PER
ROSSMOYNE,6148,WA,PER
SHELLEY,6148,WA,PER
BULL CREEK,6149,WA,PER
LEEMING,6149,WA,PER
BATEMAN,6150,WA,PER
MURDOCH,6150,WA,PER
WINTHROP,6150,WA,PER
KENSINGTON,6151,WA,PER
SOUTH PERTH,6151,WA,PER
SOUTH PERTH ANGELO ST,6151,WA,PER
COMO,6152,WA,PER
KARAWARA,6152,WA,PER
MANNING,6152,WA,PER
SALTER POINT,6152,WA,PER
WATERFORD,6152,WA,PER
APPLECROSS,6153,WA,PER
APPLECROSS NORTH,6153,WA,PER
ARDROSS,6153,WA,PER
BRENTWOOD,6153,WA,PER
CANNING BRIDGE APPLECROSS,6153,WA,PER
MOUNT PLEASANT,6153,WA,PER
ALFRED COVE,6154,WA,PER
BOORAGOON,6154,WA,PER
MYAREE,6154,WA,PER
CANNING VALE,6155,WA,PER
CANNING VALE DC,6155,WA,PER
CANNING VALE EAST,6155,WA,PER
CANNING VALE SOUTH,6155,WA,PER
WILLETTON,6155,WA,PER
ATTADALE,6156,WA,PER
MELVILLE,6156,WA,PER
WILLAGEE,6156,WA,PER
WILLAGEE CENTRAL,6156,WA,PER
BICTON,6157,WA,PER
PALMYRA,6157,WA,PER
PALMYRA DC,6157,WA,PER
EAST FREMANTLE,6158,WA,PER
NORTH FREMANTLE,6159,WA,PER
FREMANTLE,6160,WA,PER
BEACONSFIELD,6162,WA,PER
SOUTH FREMANTLE,6162,WA,PER
WHITE GUM VALLEY,6162,WA,PER
BIBRA LAKE,6163,WA,PER
BIBRA LAKE DC,6163,WA,PER
COOLBELLUP,6163,WA,PER
HAMILTON HILL,6163,WA,PER
HILTON,6163,WA,PER
KARDINYA,6163,WA,PER
NORTH COOGEE,6163,WA,PER
NORTH LAKE,6163,WA,PER
O'CONNOR,6163,WA,PER
SAMSON,6163,WA,PER
SPEARWOOD,6163,WA,PER
ATWELL,6164,WA,PER
AUBIN GROVE,6164,WA,PER
BANJUP,6164,WA,PER
BEELIAR,6164,WA,PER
COCKBURN CENTRAL,6164,WA,PER
HAMMOND PARK,6164,WA,PER
JANDAKOT,6164,WA,PER
SOUTH LAKE,6164,WA,PER
SUCCESS,6164,WA,PER
TREEBY,6164,WA,PER
YANGEBUP,6164,WA,PER
HOPE VALLEY,6165,WA,PER
NAVAL BASE,6165,WA,PER
COOGEE,6166,WA,PER
HENDERSON,6166,WA,PER
MUNSTER,6166,WA,PER
WATTLEUP,6166,WA,PER
ANKETELL,6167,WA,PER
BERTRAM,6167,WA,PER
CALISTA,6167,WA,PER
CASUARINA,6167,WA,PER
KWINANA BEACH,6167,WA,PER
KWINANA TOWN CENTRE,6167,WA,PER
MANDOGALUP,6167,WA,PER
MEDINA,6167,WA,PER
ORELIA,6167,WA,PER
PARMELIA,6167,WA,PER
POSTANS,6167,WA,PER
THE SPECTACLES,6167,WA,PER
WANDI,6167,WA,PER
COOLOONGUP,6168,WA,PER
EAST ROCKINGHAM,6168,WA,PER
HILLMAN,6168,WA,PER
PERON,6168,WA,PER
ROCKINGHAM,6168,WA,PER
ROCKINGHAM BEACH,6168,WA,PER
ROCKINGHAM DC,6168,WA,PER
SAFETY BAY,6169,WA,PER
SHOALWATER,6169,WA,PER
WAIKIKI,6169,WA,PER
WARNBRO,6169,WA,PER
LEDA,6170,WA,PER
WELLARD,6170,WA,PER
BALDIVIS,6171,WA,PER
PORT KENNEDY,6172,WA,PER
SECRET HARBOUR,6173,WA,PER
GOLDEN BAY,6174,WA,PER
SINGLETON,6175,WA,PER
KARNUP,6176,WA,PER
LAKELANDS,6180,WA,PER
PARKLANDS,6180,WA,PER
STAKE HILL,6181,WA,PER
NORTH YUNDERUP,6208,WA,PER
PINJARRA,6208,WA,PER
RAVENSWOOD,6208,WA,PER
SOUTH YUNDERUP,6208,WA,PER
BARRAGUP,6209,WA,PER
FURNISSDALE,6209,WA,PER
BARRAGUP,6210,WA,PER
COODANUP,6210,WA,PER
DUDLEY PARK,6210,WA,PER
ERSKINE,6210,WA,PER
FALCON,6210,WA,PER
FURNISSDALE,6210,WA,PER
GREENFIELDS,6210,WA,PER
HALLS HEAD,6210,WA,PER
LAKELANDS,6210,WA,PER
MADORA BAY,6210,WA,PER
MANDURAH,6210,WA,PER
MANDURAH DC,6210,WA,PER
MEADOW SPRINGS,6210,WA,PER
PARKLANDS,6210,WA,PER
SAN REMO,6210,WA,PER
SILVER SANDS,6210,WA,PER
STAKE HILL,6210,WA,PER
WANNANUP,6210,WA,PER
DAWESVILLE,6211,WA,PER
PERTH,6809,WA,PER
PERTH,6827,WA,PER
PERTH,6830,WA,PER
PERTH ST GEORGES TCE,6831,WA,PER
PERTH ADELAIDE TCE,6832,WA,PER
PERTH BC,6849,WA,PER
CLOISTERS SQUARE,6850,WA,PER
CLOISTERS SQUARE PO,6850,WA,PER
NORTHBRIDGE,6865,WA,PER
EAST PERTH,6892,WA,PER
LEEDERVILLE,6900,WA,PER
WEST LEEDERVILLE,6901,WA,PER
LEEDERVILLE,6902,WA,PER
LEEDERVILLE,6903,WA,PER
SUBIACO,6904,WA,PER
NORTHLANDS,6905,WA,PER
NORTHLANDS PO,6905,WA,PER
NORTH PERTH,6906,WA,PER
NEDLANDS,6907,WA,PER
NEDLANDS,6909,WA,PER
CLAREMONT,6910,WA,PER
COTTESLOE,6911,WA,PER
MOSMAN PARK,6912,WA,PER
WEMBLEY,6913,WA,PER
BALCATTA,6914,WA,PER
MOUNT HAWTHORN,6915,WA,PER
OSBORNE PARK,6916,WA,PER
OSBORNE PARK DC,6916,WA,PER
OSBORNE PARK,6917,WA,PER
INNALOO,6918,WA,PER
JOONDALUP DC,6919,WA,PER
NORTH BEACH,6920,WA,PER
KARRINYUP,6921,WA,PER
SCARBOROUGH,6922,WA,PER
HILLARYS,6923,WA,PER
GREENWOOD,6924,WA,PER
WALLISTON DC,6925,WA,PER
KALAMUNDA,6926,WA,PER
MOUNT LAWLEY,6929,WA,PER
MAYLANDS,6931,WA,PER
INGLEWOOD,6932,WA,PER
BAYSWATER,6933,WA,PER
BASSENDEAN,6934,WA,PER
GUILDFORD,6935,WA,PER
MIDLAND DC,6936,WA,PER
TUART HILL,6937,WA,PER
TUART HILL,6938,WA,PER
TUART HILL,6939,WA,PER
TUART HILL,6940,WA,PER
MIRRABOOKA,6941,WA,PER
BASSENDEAN DC,6942,WA,PER
MORLEY,6943,WA,PER
MALAGA,6944,WA,PER
MALAGA DC,6945,WA,PER
WANNEROO,6946,WA,PER
WANGARA DC,6947,WA,PER
SOUTH PERTH,6951,WA,PER
COMO,6952,WA,PER
APPLECROSS,6953,WA,PER
BOORAGOON,6954,WA,PER
WILLETTON,6955,WA,PER
MELVILLE,6956,WA,PER
PALMYRA,6957,WA,PER
FREMANTLE,6959,WA,PER
MYAREE BC,6960,WA,PER
PALMYRA DC,6961,WA,PER
HAMILTON HILL,6963,WA,PER
SUCCESS,6964,WA,PER
BIBRA LAKE DC,6965,WA,PER
KWINANA,6966,WA,PER
ROCKINGHAM DC,6967,WA,PER
ROCKINGHAM,6968,WA,PER
ROCKINGHAM BEACH,6969,WA,PER
CANNING VALE DC,6970,WA,PER
VICTORIA PARK,6979,WA,PER
CANNINGTON,6980,WA,PER
EAST VICTORIA PARK,6981,WA,PER
BENTLEY,6982,WA,PER
BENTLEY DC,6983,WA,PER
BELMONT,6984,WA,PER
CLOVERDALE,6985,WA,PER
WELSHPOOL DC,6986,WA,PER
CANNINGTON,6987,WA,PER
THORNLIE,6988,WA,PER
MADDINGTON,6989,WA,PER
GOSNELLS,6990,WA,PER
KELMSCOTT,6991,WA,PER
ARMADALE,6992,WA,PER
KELMSCOTT DC,6997,WA,PER
GLEBE,7000,TAS,TAS
HOBART,7000,TAS,TAS
MOUNT STUART,7000,TAS,TAS
NORTH HOBART,7000,TAS,TAS
QUEENS DOMAIN,7000,TAS,TAS
WEST HOBART,7000,TAS,TAS
HOBART,7001,TAS,TAS
NORTH HOBART,7002,TAS,TAS
BATTERY POINT,7004,TAS,TAS
SOUTH HOBART,7004,TAS,TAS
DYNNYRNE,7005,TAS,TAS
LOWER SANDY BAY,7005,TAS,TAS
SANDY BAY,7005,TAS,TAS
UNIVERSITY OF TASMANIA,7005,TAS,TAS
SANDY BAY,7006,TAS,TAS
MOUNT NELSON,7007,TAS,TAS
TOLMANS HILL,7007,TAS,TAS
CORNELIAN BAY,7008,TAS,TAS
LENAH VALLEY,7008,TAS,TAS
NEW TOWN,7008,TAS,TAS
DERWENT PARK,7009,TAS,TAS
LUTANA,7009,TAS,TAS
MOONAH,7009,TAS,TAS
WEST MOONAH,7009,TAS,TAS
DOWSING POINT,7010,TAS,TAS
ELWICK,7010,TAS,TAS
GLENORCHY,7010,TAS,TAS
GOODWOOD,7010,TAS,TAS
MONTROSE,7010,TAS,TAS
ROSETTA,7010,TAS,TAS
AUSTINS FERRY,7011,TAS,TAS
BERRIEDALE,7011,TAS,TAS
CHIGWELL,7011,TAS,TAS
CLAREMONT,7011,TAS,TAS
FLAGSTAFF GULLY,7015,TAS,TAS
GEILSTON BAY,7015,TAS,TAS
LINDISFARNE,7015,TAS,TAS
ROSE BAY,7015,TAS,TAS
RISDON VALE,7016,TAS,TAS
HONEYWOOD,7017,TAS,TAS
OLD BEACH,7017,TAS,TAS
OTAGO,7017,TAS,TAS
RISDON,7017,TAS,TAS
BELLERIVE,7018,TAS,TAS
HOWRAH,7018,TAS,TAS
MONTAGU BAY,7018,TAS,TAS
MORNINGTON,7018,TAS,TAS
ROSNY,7018,TAS,TAS
ROSNY PARK,7018,TAS,TAS
TRANMERE,7018,TAS,TAS
WARRANE,7018,TAS,TAS
CLARENDON VALE,7019,TAS,TAS
OAKDOWNS,7019,TAS,TAS
ROKEBY,7019,TAS,TAS
LAUDERDALE,7021,TAS,TAS
RICHMOND,7025,TAS,TAS
BRIDGEWATER,7030,TAS,TAS
BRIGHTON,7030,TAS,TAS
GAGEBROOK,7030,TAS,TAS
GRANTON,7030,TAS,TAS
ALBION HEIGHTS,7050,TAS,TAS
KINGSTON,7050,TAS,TAS
KINGSTON BEACH,7050,TAS,TAS
KINGSTON,7051,TAS,TAS
BLACKMANS BAY,7052,TAS,TAS
BONNET HILL,7053,TAS,TAS
TAROONA,7053,TAS,TAS
HOWDEN,7054,TAS,TAS
MARGATE,7054,TAS,TAS
HUNTINGFIELD,7055,TAS,TAS
HUONVILLE,7109,TAS,TAS
NEW NORFOLK,7140,TAS,TAS
ACTON PARK,7170,TAS,TAS
CAMBRIDGE,7170,TAS,TAS
MOUNT RUMNEY,7170,TAS,TAS
ROCHES BEACH,7170,TAS,TAS
SEVEN MILE BEACH,7170,TAS,TAS
MIDWAY POINT,7171,TAS,TAS
PENNA,7171,TAS,TAS
SORELL,7172,TAS,TAS
EVANDALE,7212,TAS,LAU
WESTERN JUNCTION,7212,TAS,LAU
ALANVALE,7248,TAS,LAU
INVERESK,7248,TAS,LAU
INVERMAY,7248,TAS,LAU
MAYFIELD,7248,TAS,LAU
MOWBRAY,7248,TAS,LAU
MOWBRAY HEIGHTS,7248,TAS,LAU
NEWNHAM,7248,TAS,LAU
ROCHERLEA,7248,TAS,LAU
GLEN DHU,7249,TAS,LAU
KINGS MEADOWS,7249,TAS,LAU
PUNCHBOWL,7249,TAS,LAU
SANDHILL,7249,TAS,LAU
SOUTH LAUNCESTON,7249,TAS,LAU
YOUNGTOWN,7249,TAS,LAU
BLACKSTONE HEIGHTS,7250,TAS,LAU
EAST LAUNCESTON,7250,TAS,LAU
ELPHIN,7250,TAS,LAU
LAUNCESTON,7250,TAS,LAU
NEWSTEAD,7250,TAS,LAU
NORWOOD,7250,TAS,LAU
PROSPECT,7250,TAS,LAU
PROSPECT VALE,7250,TAS,LAU
RAVENSWOOD,7250,TAS,LAU
RIVERSIDE,7250,TAS,LAU
ST LEONARDS,7250,TAS,LAU
SUMMERHILL,7250,TAS,LAU
TRAVELLERS REST,7250,TAS,LAU
