SUBURB,POSTCODE,ComCat,Region
SPRINGFIELD,5062,SPRINGFIELD5062,ADL
SPRINGFIELD CENTRAL,4300,SPRINGFIELD CENTRAL4300,BRI
SPRINGFIELD LAKES,4300,SPRINGFIELD LAKES4300,BRI
SPRINGVALE,2650,SPRINGVALE2650,YNG
SPRINGVALE,3171,SPRINGVALE3171,MEL
SPRINGVALE SOUTH,3172,SPRINGVALE SOUTH3172,MEL
SPRINGWOOD,2777,SPRINGWOOD2777,SYD
SPRINGWOOD,4127,SPRINGWOOD4127,BRI
SPRINGWOOD BC,4127,SPRINGWOOD BC4127,BRI
ST AGNES,5097,ST AGNES5097,ADL
ST ALBANS,3021,ST ALBANS3021,MEL
ST ALBANS PARK,3219,ST ALBANS PARK3219,GEE
ST ANDREWS BEACH,3941,ST ANDREWS BEACH3941,MEL
ST CLAIR,5011,ST CLAIR5011,ADL
ST CLAIRE,5011,ST CLAIRE5011,ADL
ST GEORGES,5064,ST GEORGES5064,ADL
ST HELENA,3088,ST HELENA3088,MEL
ST HELENS,4650,ST HELENS4650,MYB
ST HUBERTS ISLAND,2257,ST HUBERTS ISLAND2257,CCT
ST JAMES,6102,ST JAMES6102,PER
ST JOHNS WOOD,4060,ST JOHNS WOOD4060,BRI
ST KILDA,3182,ST KILDA3182,MEL
ST KILDA,5110,ST KILDA5110,ADL
ST KILDA EAST,3183,ST KILDA EAST3183,MEL
ST KILDA ROAD CENTRAL,3004,ST KILDA ROAD CENTRAL3004,MEL
ST KILDA ROAD CENTRAL,8008,ST KILDA ROAD CENTRAL8008,MEL
ST KILDA SOUTH,3182,ST KILDA SOUTH3182,MEL
ST KILDA WEST,3182,ST KILDA WEST3182,MEL
ST LEONARDS,3223,ST LEONARDS3223,GEE
ST LEONARDS,7250,ST LEONARDS7250,LAU
ST LUCIA,4067,ST LUCIA4067,BRI
ST LUCIA SOUTH,4067,ST LUCIA SOUTH4067,BRI
ST MARYS,5042,ST MARYS5042,ADL
ST MORRIS,5068,ST MORRIS5068,ADL
ST PETERS,5069,ST PETERS5069,ADL
STABLEFORD,4817,STABLEFORD4817,TVL
STAFFORD,4053,STAFFORD4053,BRI
STAFFORD BC,4053,STAFFORD BC4053,BRI
STAFFORD CITY,4053,STAFFORD CITY4053,BRI
STAFFORD DC,4053,STAFFORD DC4053,BRI
STAFFORD HEIGHTS,4053,STAFFORD HEIGHTS4053,BRI
STAKE HILL,6181,STAKE HILL6181,PER
STAKE HILL,6210,STAKE HILL6210,PER
STANFORD MERTHYR,2327,STANFORD MERTHYR2327,NEW
STANLEY,3747,STANLEY3747,ALB
STANLEY BRIDGE,4169,STANLEY BRIDGE4169,BRI
STANTHORPE,4380,STANTHORPE4380,TOO
STANWELL PARK,2508,STANWELL PARK2508,WOL
STANWELL TOPS,2508,STANWELL TOPS2508,WOL
STAPYLTON,4207,STAPYLTON4207,BRI
STATION ARCADE,5000,STATION ARCADE5000,ADL
STATUE BAY,4703,STATUE BAY4703,CAP
STEPNEY,5069,STEPNEY5069,ADL
STIRLING,2611,STIRLING2611,CBR
STIRLING,6021,STIRLING6021,PER
STOCKRINGTON,2322,STOCKRINGTON2322,NEW
STOCKTON,2295,STOCKTON2295,NEW
STOCKWELL,5355,STOCKWELL5355,ADL
STONE WELL,5352,STONE WELL5352,ADL
STONES CORNER,4120,STONES CORNER4120,BRI
STONEVILLE,6081,STONEVILLE6081,PER
STONY RISE,7310,STONY RISE7310,DPO
STONYFELL,5066,STONYFELL5066,ADL
STRATFORD,4870,STRATFORD4870,CNS
STRATHDALE,3550,STRATHDALE3550,BEN
STRATHFIELDSAYE,3551,STRATHFIELDSAYE3551,BEN
STRATHMORE,3041,STRATHMORE3041,MEL
STRATHMORE HEIGHTS,3041,STRATHMORE HEIGHTS3041,MEL
STRATHNAIRN,2615,STRATHNAIRN2615,CBR
STRATHPINE,4500,STRATHPINE4500,BRI
STRATHPINE CENTRE,4500,STRATHPINE CENTRE4500,BRI
STRATHPINE CITY,4500,STRATHPINE CITY4500,BRI
STRATTON,6056,STRATTON6056,PER
STRETTON,4116,STRETTON4116,BRI
STUART,4811,STUART4811,TVL
STUARTHOLME,4066,STUARTHOLME4066,BRI
STUARTS POINT,2441,STUARTS POINT2441,CFS
STUDIO VILLAGE,4210,STUDIO VILLAGE4210,GLD
STURT,5047,STURT5047,ADL
STURT STREET,5000,STURT STREET5000,ADL
SUBIACO,6008,SUBIACO6008,PER
SUBIACO,6904,SUBIACO6904,PER
SUBIACO EAST,6008,SUBIACO EAST6008,PER
SUCCESS,6164,SUCCESS6164,PER
SUCCESS,6964,SUCCESS6964,PER
SUFFOLK PARK,2481,SUFFOLK PARK2481,NTH
SULPHUR CREEK,7316,SULPHUR CREEK7316,DPO
SUMA PARK,2800,SUMA PARK2800,OAG
SUMMER HILL,2287,SUMMER HILL2287,NEW
SUMMERHILL,7250,SUMMERHILL7250,LAU
SUMMERLAND POINT,2259,SUMMERLAND POINT2259,CCT
SUMNER,4074,SUMNER4074,BRI
SUMNER PARK BC,4074,SUMNER PARK BC4074,BRI
SUN VALLEY,2777,SUN VALLEY2777,SYD
SUNBURY,3429,SUNBURY3429,MEL
SUNDALE,4215,SUNDALE4215,GLD
SUNNYBANK,4109,SUNNYBANK4109,BRI
SUNNYBANK HILLS,4109,SUNNYBANK HILLS4109,BRI
SUNNYBANK SOUTH,4109,SUNNYBANK SOUTH4109,BRI
SUNRISE BEACH,4567,SUNRISE BEACH4567,SUN
SUNRISE HILLS,4563,SUNRISE HILLS4563,SUN
SUNSHINE,2264,SUNSHINE2264,NEW
SUNSHINE,3020,SUNSHINE3020,MEL
SUNSHINE ACRES,4655,SUNSHINE ACRES4655,MYB
SUNSHINE BEACH,4567,SUNSHINE BEACH4567,SUN
SUNSHINE COAST MC,4560,SUNSHINE COAST MC4560,SUN
SUNSHINE NORTH,3020,SUNSHINE NORTH3020,MEL
SUNSHINE PLAZA,4558,SUNSHINE PLAZA4558,SUN
SUNSHINE WEST,3020,SUNSHINE WEST3020,MEL
SUNSHINE WEST,8511,SUNSHINE WEST8511,MEL
SURFERS PARADISE,4217,SURFERS PARADISE4217,GLD
SURREY DOWNS,5126,SURREY DOWNS5126,ADL
SURREY HILLS,3127,SURREY HILLS3127,MEL
SURREY HILLS NORTH,3127,SURREY HILLS NORTH3127,MEL
SURREY HILLS SOUTH,3125,SURREY HILLS SOUTH3125,MEL
SUSAN RIVER,4655,SUSAN RIVER4655,MYB
SUTTON FOREST,2577,SUTTON FOREST2577,WOL
SVENSSON HEIGHTS,4670,SVENSSON HEIGHTS4670,BDB
SWAN BAY,3225,SWAN BAY3225,GEE
SWAN VIEW,6056,SWAN VIEW6056,PER
SWANBOURNE,6010,SWANBOURNE6010,PER
SWANSEA,2281,SWANSEA2281,NEW
SWANSEA HEADS,2281,SWANSEA HEADS2281,NEW
SWINGER HILL,2606,SWINGER HILL2606,CBR
SYDENHAM,3037,SYDENHAM3037,MEL
SYLVESTER,3072,SYLVESTER3072,MEL
SYMONSTON,2609,SYMONSTON2609,CBR
TABLE TOP,2640,TABLE TOP2640,ALB
TACOMA,2259,TACOMA2259,CCT
TACOMA SOUTH,2259,TACOMA SOUTH2259,CCT
TAHMOOR,2573,TAHMOOR2573,WOL
TAIGUM,4018,TAIGUM4018,BRI
TAKURA,4655,TAKURA4655,MYB
TALLAI,4213,TALLAI4213,GLD
TALLEBUDGERA,4228,TALLEBUDGERA4228,GLD
TALLWOODS VILLAGE,2430,TALLWOODS VILLAGE2430,PQQ
TALLY VALLEY,4220,TALLY VALLEY4220,GLD
TAMALA PARK,6030,TAMALA PARK6030,PER
TAMARIND GARDENS,4869,TAMARIND GARDENS4869,CNS
TAMBORINE MOUNTAIN,4272,TAMBORINE MOUNTAIN4272,GLD
TANAH MERAH,4128,TANAH MERAH4128,BRI
TANAWHA,4556,TANAWHA4556,SUN
TANBY,4703,TANBY4703,CAP
TANGAMBALANGA,3691,TANGAMBALANGA3691,ALB
TANILBA BAY,2319,TANILBA BAY2319,NEW
TANUNDA,5352,TANUNDA5352,ADL
TAPEROO,5017,TAPEROO5017,ADL
TAPITALLEE,2540,TAPITALLEE2540,WOL
TAPPING,6065,TAPPING6065,PER
TARADALE,3447,TARADALE3447,BEN
TARANGANBA,4703,TARANGANBA4703,CAP
TAREE,2430,TAREE2430,PQQ
TAREE SOUTH,2430,TAREE SOUTH2430,PQQ
TAREE WEST,2430,TAREE WEST2430,PQQ
TARINGA,4068,TARINGA4068,BRI
TARNEIT,3029,TARNEIT3029,MEL
TAROOMBALL,4703,TAROOMBALL4703,CAP
TAROONA,7053,TAROONA7053,TAS
TARRAGINDI,4121,TARRAGINDI4121,BRI
TARRAWANNA,2518,TARRAWANNA2518,WOL
TARRAWARRA,4868,TARRAWARRA4868,CNS
TARRAWINGEE,3678,TARRAWINGEE3678,ALB
TARRO,2322,TARRO2322,NEW
TASCOTT,2250,TASCOTT2250,CCT
TATACHILLA,5171,TATACHILLA5171,ADL
TATTON,2650,TATTON2650,YNG
TAYLOR,2913,TAYLOR2913,CBR
TAYLORS BEACH,2316,TAYLORS BEACH2316,NEW
TAYLORS HILL,3037,TAYLORS HILL3037,MEL
TAYLORS LAKES,3038,TAYLORS LAKES3038,MEL
TE KOWAI,4740,TE KOWAI4740,MKY
TEA GARDENS,2324,TEA GARDENS2324,NEW
TEA TREE GULLY,5091,TEA TREE GULLY5091,ADL
TELARAH,2320,TELARAH2320,NEW
TELINA HEIGHTS,4740,TELINA HEIGHTS4740,MKY
TEMPLESTOWE,3106,TEMPLESTOWE3106,MEL
TEMPLESTOWE LOWER,3107,TEMPLESTOWE LOWER3107,MEL
TENAMBIT,2323,TENAMBIT2323,NEW
TENERIFFE,4005,TENERIFFE4005,BRI
TENNYSON,4105,TENNYSON4105,BRI
TENNYSON,5022,TENNYSON5022,ADL
TERALBA,2284,TERALBA2284,NEW
TERRANORA,2486,TERRANORA2486,GLD
TERRIGAL,2260,TERRIGAL2260,CCT
TEWANTIN,4565,TEWANTIN4565,SUN
THABEBAN,4670,THABEBAN4670,BDB
THARBOGANG,2680,THARBOGANG2680,YNG
THE BASIN,3154,THE BASIN3154,MEL
THE COMMON,4701,THE COMMON4701,CAP
THE ENTRANCE,2261,THE ENTRANCE2261,CCT
THE ENTRANCE NORTH,2261,THE ENTRANCE NORTH2261,CCT
THE GAP,4061,THE GAP4061,BRI
THE GRANGE,4051,THE GRANGE4051,BRI
THE HILL,2300,THE HILL2300,NEW
THE JUNCTION,2291,THE JUNCTION2291,NEW
THE LEVELS,5095,THE LEVELS5095,ADL
THE RANGE,4700,THE RANGE4700,CAP
THE RIDGEWAY,2620,THE RIDGEWAY2620,CBR
THE SPECTACLES,6167,THE SPECTACLES6167,PER
THE SPIT,4217,THE SPIT4217,GLD
THE SUMMIT,4377,THE SUMMIT4377,TOO
THE VINES,6069,THE VINES6069,PER
THEBARTON,5031,THEBARTON5031,ADL
THEODORE,2905,THEODORE2905,CBR
THIRLMERE,2572,THIRLMERE2572,WOL
THIRROUL,2515,THIRROUL2515,WOL
THOMASTOWN,3074,THOMASTOWN3074,MEL
THOMPSON ESTATE,4103,THOMPSON ESTATE4103,BRI
THOMSON,3219,THOMSON3219,GEE
THORNBURY,3071,THORNBURY3071,MEL
THORNESIDE,4158,THORNESIDE4158,BRI
THORNGATE,5082,THORNGATE5082,ADL
THORNHILL PARK,3335,THORNHILL PARK3335,MEL
THORNLANDS,4164,THORNLANDS4164,BRI
THORNLIE,6108,THORNLIE6108,PER
THORNLIE,6988,THORNLIE6988,PER
THORNTON,2322,THORNTON2322,NEW
THROSBY,2914,THROSBY2914,CBR
THRUMSTER,2444,THRUMSTER2444,PQQ
THULIMBAH,4376,THULIMBAH4376,TOO
THURGOONA,2640,THURGOONA2640,ALB
THURINGOWA CENTRAL,4817,THURINGOWA CENTRAL4817,TVL
THURINGOWA CENTRAL BC,4817,THURINGOWA CENTRAL BC4817,TVL
THURINGOWA DC,4814,THURINGOWA DC4814,TVL
TIGHES HILL,2297,TIGHES HILL2297,NEW
TINANA,4650,TINANA4650,MYB
TINBEERWAH,4563,TINBEERWAH4563,SUN
TINGALPA,4173,TINGALPA4173,BRI
TINGALPA BC,4173,TINGALPA BC4173,BRI
TINGALPA DC,4173,TINGALPA DC4173,BRI
TINGIRA HEIGHTS,2290,TINGIRA HEIGHTS2290,NEW
TINONEE,2430,TINONEE2430,PQQ
TIVOLI,4305,TIVOLI4305,BRI
TOLGA,4882,TOLGA4882,CNS
TOLL,4820,TOLL4820,TVL
TOLLAND,2650,TOLLAND2650,YNG
TOLMANS HILL,7007,TOLMANS HILL7007,TAS
TOMAGO,2322,TOMAGO2322,NEW
TONGARRA,2527,TONGARRA2527,WOL
TONSLEY,5042,TONSLEY5042,ADL
TOOBANNA,4850,TOOBANNA4850,TVL
TOOGOOM,4655,TOOGOOM4655,MYB
TOOLAKEA,4818,TOOLAKEA4818,TVL
TOOLERN VALE,3337,TOOLERN VALE3337,MEL
TOOMBUL,4012,TOOMBUL4012,BRI
TOOMULLA,4816,TOOMULLA4816,TVL
TOONPAN,4816,TOONPAN4816,TVL
TOORAK,3142,TOORAK3142,MEL
TOORAK GARDENS,5065,TOORAK GARDENS5065,ADL
TOORMINA,2452,TOORMINA2452,CFS
TOOTGAROOK,3941,TOOTGAROOK3941,MEL
TOOWONG,4066,TOOWONG4066,BRI
TOOWONG BC,4066,TOOWONG BC4066,BRI
TOOWONG DC,4066,TOOWONG DC4066,BRI
TOOWOOMBA,4350,TOOWOOMBA4350,TOO
TOOWOOMBA BC,4350,TOOWOOMBA BC4350,TOO
TOOWOOMBA CITY,4350,TOOWOOMBA CITY4350,TOO
TOOWOOMBA DC,4350,TOOWOOMBA DC4350,TOO
TOOWOOMBA EAST,4350,TOOWOOMBA EAST4350,TOO
TOOWOOMBA MC,4352,TOOWOOMBA MC4352,TOO
TOOWOOMBA SOUTH,4350,TOOWOOMBA SOUTH4350,TOO
TOOWOOMBA VILLAGE FAIR,4350,TOOWOOMBA VILLAGE FAIR4350,TOO
TOOWOOMBA WEST,4350,TOOWOOMBA WEST4350,TOO
TOOWOON BAY,2261,TOOWOON BAY2261,CCT
TOP CAMP,4350,TOP CAMP4350,TOO
TORBANLEA,4662,TORBANLEA4662,MYB
TORONTO,2283,TORONTO2283,NEW
TORQUAY,3228,TORQUAY3228,GEE
TORQUAY,4655,TORQUAY4655,MYB
TORRENS,2607,TORRENS2607,CBR
TORRENS PARK,5062,TORRENS PARK5062,ADL
TORRENSVILLE,5031,TORRENSVILLE5031,ADL
TORRENSVILLE PLAZA,5031,TORRENSVILLE PLAZA5031,ADL
TORRINGTON,4350,TORRINGTON4350,TOO
TORWOOD,4066,TORWOOD4066,BRI
TOTTENHAM,3012,TOTTENHAM3012,MEL
TOUKLEY,2263,TOUKLEY2263,CCT
TOWEN MOUNTAIN,4560,TOWEN MOUNTAIN4560,SUN
TOWERS HILL,4820,TOWERS HILL4820,TVL
TOWN COMMON,4810,TOWN COMMON4810,TVL
TOWNSEND,2463,TOWNSEND2463,NTH
TOWNSVILLE,4810,TOWNSVILLE4810,TVL
TOWNSVILLE CITY,4810,TOWNSVILLE CITY4810,TVL
TOWNSVILLE DC,4810,TOWNSVILLE DC4810,TVL
TOWNSVILLE MC,4810,TOWNSVILLE MC4810,TVL
TOWNSVILLE WEST,4810,TOWNSVILLE WEST4810,TVL
TOWRADGI,2518,TOWRADGI2518,WOL
TRALEE,2620,TRALEE2620,CBR
TRANMERE,5073,TRANMERE5073,ADL
TRANMERE,7018,TRANMERE7018,TAS
TRANMERE NORTH,5073,TRANMERE NORTH5073,ADL
TRAVANCORE,3032,TRAVANCORE3032,MEL
TRAVELLERS REST,7250,TRAVELLERS REST7250,LAU
TREEBY,6164,TREEBY6164,PER
TREVALLYN,7250,TREVALLYN7250,LAU
TRIGG,6029,TRIGG6029,PER
TRINDER PARK,4114,TRINDER PARK4114,BRI
TRINITY BEACH,4879,TRINITY BEACH4879,CNS
TRINITY GARDENS,5068,TRINITY GARDENS5068,ADL
TRINITY PARK,4879,TRINITY PARK4879,CNS
TROTT PARK,5158,TROTT PARK5158,ADL
TRUGANINA,3024,TRUGANINA3024,MEL
TRUGANINA,3029,TRUGANINA3029,MEL
TUART HILL,6060,TUART HILL6060,PER
TUART HILL,6937,TUART HILL6937,PER
TUART HILL,6938,TUART HILL6938,PER
TUART HILL,6939,TUART HILL6939,PER
TUART HILL,6940,TUART HILL6940,PER
TUERONG,3915,TUERONG3915,MEL
TUGGERAH,2259,TUGGERAH2259,CCT
TUGGERANONG,2900,TUGGERANONG2900,CBR
TUGGERANONG DC,2901,TUGGERANONG DC2901,CBR
TUGGERAWONG,2259,TUGGERAWONG2259,CCT
TUGUN,4224,TUGUN4224,GLD
TUGUN HEIGHTS,4224,TUGUN HEIGHTS4224,GLD
TULLAMARINE,3043,TULLAMARINE3043,MEL
TULLIMBAR,2527,TULLIMBAR2527,WOL
TULLY,4854,TULLY4854,CNS
TUMBI UMBI,2261,TUMBI UMBI2261,CCT
TUMBULGUM,2490,TUMBULGUM2490,GLD
TUNCURRY,2428,TUNCURRY2428,PQQ
TURNER,2612,TURNER2612,CBR
TURNERS BEACH,7315,TURNERS BEACH7315,DPO
TURVEY PARK,2650,TURVEY PARK2650,YNG
TUSMORE,5065,TUSMORE5065,ADL
TWEED HEADS,2485,TWEED HEADS2485,GLD
TWEED HEADS SOUTH,2486,TWEED HEADS SOUTH2486,GLD
TWEED HEADS WEST,2485,TWEED HEADS WEST2485,GLD
TWIN WATERS,4564,TWIN WATERS4564,SUN
TWO MILE,4570,TWO MILE4570,SUN
TWO ROCKS,6037,TWO ROCKS6037,PER
TYABB,3913,TYABB3913,MEL
ULEYBURY,5114,ULEYBURY5114,ADL
ULVERSTONE,7315,ULVERSTONE7315,DPO
UMINA BEACH,2257,UMINA BEACH2257,CCT
UNANDERRA,2526,UNANDERRA2526,WOL
UNDERDALE,5032,UNDERDALE5032,ADL
UNDERWOOD,4119,UNDERWOOD4119,BRI
UNDERWOOD,9600,UNDERWOOD9600,BRI
UNIVERSITY OF ADELAIDE,5005,UNIVERSITY OF ADELAIDE5005,ADL
UNIVERSITY OF CANBERRA,2617,UNIVERSITY OF CANBERRA2617,CBR
UNIVERSITY OF MELBOURNE,3010,UNIVERSITY OF MELBOURNE3010,MEL
UNIVERSITY OF QUEENSLAND,4072,UNIVERSITY OF QUEENSLAND4072,BRI
UNIVERSITY OF TASMANIA,7005,UNIVERSITY OF TASMANIA7005,TAS
UNIVERSITY OF WOLLONGONG,2522,UNIVERSITY OF WOLLONGONG2522,WOL
UNLEY,5061,UNLEY5061,ADL
UNLEY BC,5061,UNLEY BC5061,ADL
UNLEY DC,5061,UNLEY DC5061,ADL
UNLEY PARK,5061,UNLEY PARK5061,ADL
UPPER BROOKFIELD,4069,UPPER BROOKFIELD4069,BRI
UPPER BURNIE,7320,UPPER BURNIE7320,DPO
UPPER CABOOLTURE,4510,UPPER CABOOLTURE4510,BRI
UPPER COOMERA,4209,UPPER COOMERA4209,GLD
UPPER KEDRON,4055,UPPER KEDRON4055,BRI
UPPER MOUNT GRAVATT,4122,UPPER MOUNT GRAVATT4122,BRI
UPPER MOUNT GRAVATT BC,4122,UPPER MOUNT GRAVATT BC4122,BRI
UPPER SWAN,6069,UPPER SWAN6069,PER
UPPER THORA,2454,UPPER THORA2454,CFS
URANGAN,4655,URANGAN4655,MYB
URRAWEEN,4655,URRAWEEN4655,MYB
URRBRAE,5064,URRBRAE5064,ADL
URUNGA,2455,URUNGA2455,CFS
VALE PARK,5081,VALE PARK5081,ADL
VALE VIEW,4352,VALE VIEW4352,TOO
VALE VIEW,4358,VALE VIEW4358,TOO
VALENTINE,2280,VALENTINE2280,NEW
VALLA,2448,VALLA2448,CFS
VALLA BEACH,2448,VALLA BEACH2448,CFS
VALLEY HEIGHTS,2777,VALLEY HEIGHTS2777,SYD
VALLEY VIEW,5093,VALLEY VIEW5093,ADL
VARSITY LAKES,4227,VARSITY LAKES4227,GLD
VERADILLA,4347,VERADILLA4347,TOO
VERMONT,3133,VERMONT3133,MEL
VERMONT SOUTH,3133,VERMONT SOUTH3133,MEL
VERNOR,4306,VERNOR4306,TOO
VICTORIA GARDENS,3121,VICTORIA GARDENS3121,MEL
VICTORIA PARK,6100,VICTORIA PARK6100,PER
VICTORIA PARK,6979,VICTORIA PARK6979,PER
VICTORIA POINT,4165,VICTORIA POINT4165,BRI
VIEWBANK,3084,VIEWBANK3084,MEL
VIEWMONT,2448,VIEWMONT2448,CFS
VINCENT,4814,VINCENT4814,TVL
VINE VALE,5352,VINE VALE5352,ADL
VIRGINIA,4014,VIRGINIA4014,BRI
VIRGINIA,5120,VIRGINIA5120,ADL
VIRGINIA BC,4014,VIRGINIA BC4014,BRI
VIRGINIA DC,4014,VIRGINIA DC4014,BRI
VISTA,5091,VISTA5091,ADL
VIVEASH,6056,VIVEASH6056,PER
WACOL,4076,WACOL4076,BRI
WACOL EAST IMMIGRATION CENTRE,4076,WACOL EAST IMMIGRATION CENTRE4076,BRI
WADALBA,2259,WADALBA2259,CCT
WAGGA WAGGA,2650,WAGGA WAGGA2650,YNG
WAGGA WAGGA BC,2650,WAGGA WAGGA BC2650,YNG
WAGGA WAGGA NORTH,2650,WAGGA WAGGA NORTH2650,YNG
WAGGA WAGGA RAAF,2651,WAGGA WAGGA RAAF2651,YNG
WAGGA WAGGA SOUTH,2650,WAGGA WAGGA SOUTH2650,YNG
WAGSTAFFE,2257,WAGSTAFFE2257,CCT
WAHGUNYAH,3687,WAHGUNYAH3687,ALB
WAIKIKI,6169,WAIKIKI6169,PER
WAKEFIELD,2278,WAKEFIELD2278,NEW
WAKERLEY,4154,WAKERLEY4154,BRI
WALDARA,3678,WALDARA3678,ALB
WALKAMIN,4872,WALKAMIN4872,CNS
WALKERSTON,4751,WALKERSTON4751,MKY
WALKERVALE,4670,WALKERVALE4670,BDB
WALKERVILLE,5081,WALKERVILLE5081,ADL
WALKLEY HEIGHTS,5098,WALKLEY HEIGHTS5098,ADL
WALLABI POINT,2430,WALLABI POINT2430,PQQ
WALLACIA,2745,WALLACIA2745,SYD
WALLARAH,2259,WALLARAH2259,CCT
WALLIGAN,4655,WALLIGAN4655,MYB
WALLINGTON,3222,WALLINGTON3222,GEE
WALLISTON,6076,WALLISTON6076,PER
WALLISTON DC,6076,WALLISTON DC6076,PER
WALLISTON DC,6925,WALLISTON DC6925,PER
WALLSEND,2287,WALLSEND2287,NEW
WALLSEND SOUTH,2287,WALLSEND SOUTH2287,NEW
WAMBERAL,2260,WAMBERAL2260,CCT
WANDAL,4700,WANDAL4700,CAP
WANDANA HEIGHTS,3216,WANDANA HEIGHTS3216,GEE
WANDI,6167,WANDI6167,PER
WANGAN,4871,WANGAN4871,CNS
WANGARA,6065,WANGARA6065,PER
WANGARA DC,6065,WANGARA DC6065,PER
WANGARA DC,6947,WANGARA DC6947,PER
WANGARATTA,3676,WANGARATTA3676,ALB
WANGARATTA,3677,WANGARATTA3677,ALB
WANGARATTA FORWARD,3678,WANGARATTA FORWARD3678,ALB
WANGARATTA WEST,3677,WANGARATTA WEST3677,ALB
WANGETTI,4877,WANGETTI4877,CNS
WANGI WANGI,2267,WANGI WANGI2267,NEW
WANNANUP,6210,WANNANUP6210,PER
WANNEROO,6065,WANNEROO6065,PER
WANNEROO,6946,WANNEROO6946,PER
WANNIASSA,2903,WANNIASSA2903,CBR
WANTIRNA,3152,WANTIRNA3152,MEL
WANTIRNA SOUTH,3152,WANTIRNA SOUTH3152,MEL
WARABROOK,2304,WARABROOK2304,NEW
WARAMANGA,2611,WARAMANGA2611,CBR
WARANA,4575,WARANA4575,SUN
WARANA BEACH,4575,WARANA BEACH4575,SUN
WARATAH,2298,WARATAH2298,NEW
WARATAH WEST,2298,WARATAH WEST2298,NEW
WARILLA,2528,WARILLA2528,WOL
WARKWORTH,2330,WARKWORTH2330,NEW
WARNBRO,6169,WARNBRO6169,PER
WARNER,4500,WARNER4500,BRI
WARNERS BAY,2282,WARNERS BAY2282,NEW
WARNERVALE,2259,WARNERVALE2259,CCT
WARRADALE,5046,WARRADALE5046,ADL
WARRADALE NORTH,5046,WARRADALE NORTH5046,ADL
WARRAGAMBA,2752,WARRAGAMBA2752,SYD
WARRANE,7018,WARRANE7018,TAS
WARRANWOOD,3134,WARRANWOOD3134,MEL
WARRAWONG,2502,WARRAWONG2502,WOL
WARRELL CREEK,2447,WARRELL CREEK2447,CFS
WARRIMOO,2774,WARRIMOO2774,SYD
WARWICK,4370,WARWICK4370,TOO
WARWICK,6024,WARWICK6024,PER
WARWICK DC,4370,WARWICK DC4370,TOO
WATANOBBI,2259,WATANOBBI2259,CCT
WATERFORD,4133,WATERFORD4133,BRI
WATERFORD,6152,WATERFORD6152,PER
WATERFORD WEST,4133,WATERFORD WEST4133,BRI
WATERFRONT PLACE,4001,WATERFRONT PLACE4001,BRI
WATERLOO CORNER,5110,WATERLOO CORNER5110,ADL
WATERMANS BAY,6020,WATERMANS BAY6020,PER
WATERWAYS,3195,WATERWAYS3195,MEL
WATSON,2602,WATSON2602,CBR
WATSONIA,3087,WATSONIA3087,MEL
WATSONIA NORTH,3087,WATSONIA NORTH3087,MEL
WATTLE GROVE,6107,WATTLE GROVE6107,PER
WATTLE PARK,5066,WATTLE PARK5066,ADL
WATTLEUP,6166,WATTLEUP6166,PER
WAUCHOPE,2446,WAUCHOPE2446,PQQ
WAURN PONDS,3216,WAURN PONDS3216,GEE
WAVELL HEIGHTS,4012,WAVELL HEIGHTS4012,BRI
WAVELL HEIGHTS NORTH,4012,WAVELL HEIGHTS NORTH4012,BRI
WAVERLEY,7250,WAVERLEY7250,LAU
WAY WAY,2447,WAY WAY2447,CFS
WAYVILLE,5034,WAYVILLE5034,ADL
WEBB,4860,WEBB4860,CNS
WEDDERBURN,2560,WEDDERBURN2560,SYD
WEETANGERA,2614,WEETANGERA2614,CBR
WEIR VIEWS,3338,WEIR VIEWS3338,MEL
WELBY,2575,WELBY2575,WOL
WELCOME CREEK,4670,WELCOME CREEK4670,BDB
WELLAND,5007,WELLAND5007,ADL
WELLARD,6170,WELLARD6170,PER
WELLCAMP,4350,WELLCAMP4350,TOO
WELLERS HILL,4121,WELLERS HILL4121,BRI
WELLINGTON POINT,4160,WELLINGTON POINT4160,BRI
WELSHPOOL,6106,WELSHPOOL6106,PER
WELSHPOOL DC,6106,WELSHPOOL DC6106,PER
WELSHPOOL DC,6986,WELSHPOOL DC6986,PER
WEMBLEY,6014,WEMBLEY6014,PER
WEMBLEY,6913,WEMBLEY6913,PER
WEMBLEY DOWNS,6019,WEMBLEY DOWNS6019,PER
WENDOUREE,3355,WENDOUREE3355,GEE
WENDOUREE VILLAGE,3355,WENDOUREE VILLAGE3355,GEE
WENTWORTH FALLS,2782,WENTWORTH FALLS2782,SYD
WERRI BEACH,2534,WERRI BEACH2534,WOL
WERRIBEE,3030,WERRIBEE3030,MEL
WERRIBEE SOUTH,3030,WERRIBEE SOUTH3030,MEL
WEST ALBURY,2640,WEST ALBURY2640,ALB
WEST BALLINA,2478,WEST BALLINA2478,NTH
WEST BATHURST,2795,WEST BATHURST2795,OAG
WEST BEACH,5024,WEST BEACH5024,ADL
WEST BENDIGO,3550,WEST BENDIGO3550,BEN
WEST BURLEIGH,4219,WEST BURLEIGH4219,GLD
WEST CROYDON,5008,WEST CROYDON5008,ADL
WEST DEVONPORT,7310,WEST DEVONPORT7310,DPO
WEST END,4101,WEST END4101,BRI
WEST END,4810,WEST END4810,TVL
WEST FOOTSCRAY,3012,WEST FOOTSCRAY3012,MEL
WEST GOSFORD,2250,WEST GOSFORD2250,CCT
